constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Carlow-Kilkenny,1,peter casey,Peter Casey,FALSE,IND,13929,running,1,736951,50060,49472,588,108863
Carlow-Kilkenny,1,gavin duffy,Gavin Duffy,FALSE,IND,1265,running,1,736951,50060,49472,588,108863
Carlow-Kilkenny,1,joan freeman,Joan Freeman,FALSE,IND,2636,running,1,736951,50060,49472,588,108863
Carlow-Kilkenny,1,sean gallagher,Seán Gallagher,FALSE,IND,3506,running,1,736951,50060,49472,588,108863
Carlow-Kilkenny,1,michaeld higgins,Michael D. Higgins,TRUE,IND,25717,elected,1,736951,50060,49472,588,108863
Carlow-Kilkenny,1,liadh niriada,Liadh Ní Riada,FALSE,SF,2419,running,1,736951,50060,49472,588,108863
Cavan-Monaghan,1,peter casey,Peter Casey,FALSE,IND,7023,running,1,736951,38376,37773,603,91692
Cavan-Monaghan,1,gavin duffy,Gavin Duffy,FALSE,IND,1000,running,1,736951,38376,37773,603,91692
Cavan-Monaghan,1,joan freeman,Joan Freeman,FALSE,IND,2063,running,1,736951,38376,37773,603,91692
Cavan-Monaghan,1,sean gallagher,Seán Gallagher,FALSE,IND,6771,running,1,736951,38376,37773,603,91692
Cavan-Monaghan,1,michaeld higgins,Michael D. Higgins,TRUE,IND,16749,elected,1,736951,38376,37773,603,91692
Cavan-Monaghan,1,liadh niriada,Liadh Ní Riada,FALSE,SF,4167,running,1,736951,38376,37773,603,91692
Clare,1,peter casey,Peter Casey,FALSE,IND,11722,running,1,736951,41871,41422,449,83044
Clare,1,gavin duffy,Gavin Duffy,FALSE,IND,617,running,1,736951,41871,41422,449,83044
Clare,1,joan freeman,Joan Freeman,FALSE,IND,1969,running,1,736951,41871,41422,449,83044
Clare,1,sean gallagher,Seán Gallagher,FALSE,IND,2289,running,1,736951,41871,41422,449,83044
Clare,1,michaeld higgins,Michael D. Higgins,TRUE,IND,22639,elected,1,736951,41871,41422,449,83044
Clare,1,liadh niriada,Liadh Ní Riada,FALSE,SF,2186,running,1,736951,41871,41422,449,83044
Cork East,1,peter casey,Peter Casey,FALSE,IND,9340,running,1,736951,38448,38057,391,86180
Cork East,1,gavin duffy,Gavin Duffy,FALSE,IND,716,running,1,736951,38448,38057,391,86180
Cork East,1,joan freeman,Joan Freeman,FALSE,IND,2283,running,1,736951,38448,38057,391,86180
Cork East,1,sean gallagher,Seán Gallagher,FALSE,IND,2625,running,1,736951,38448,38057,391,86180
Cork East,1,michaeld higgins,Michael D. Higgins,TRUE,IND,20388,elected,1,736951,38448,38057,391,86180
Cork East,1,liadh niriada,Liadh Ní Riada,FALSE,SF,2705,running,1,736951,38448,38057,391,86180
Cork North-Central,1,peter casey,Peter Casey,FALSE,IND,8382,running,1,736951,35361,34877,484,84919
Cork North-Central,1,gavin duffy,Gavin Duffy,FALSE,IND,545,running,1,736951,35361,34877,484,84919
Cork North-Central,1,joan freeman,Joan Freeman,FALSE,IND,2010,running,1,736951,35361,34877,484,84919
Cork North-Central,1,sean gallagher,Seán Gallagher,FALSE,IND,1977,running,1,736951,35361,34877,484,84919
Cork North-Central,1,michaeld higgins,Michael D. Higgins,TRUE,IND,18851,elected,1,736951,35361,34877,484,84919
Cork North-Central,1,liadh niriada,Liadh Ní Riada,FALSE,SF,3112,running,1,736951,35361,34877,484,84919
Cork North-West,1,peter casey,Peter Casey,FALSE,IND,8092,running,1,736951,34592,34238,354,68820
Cork North-West,1,gavin duffy,Gavin Duffy,FALSE,IND,630,running,1,736951,34592,34238,354,68820
Cork North-West,1,joan freeman,Joan Freeman,FALSE,IND,1855,running,1,736951,34592,34238,354,68820
Cork North-West,1,sean gallagher,Seán Gallagher,FALSE,IND,3199,running,1,736951,34592,34238,354,68820
Cork North-West,1,michaeld higgins,Michael D. Higgins,TRUE,IND,17638,elected,1,736951,34592,34238,354,68820
