constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Carlow-Kilkenny,1,yes,Yes,FALSE,Yes,"44,211",elected,1,"1,076,762","69,860","69,629",231,"112,704"
Carlow-Kilkenny,1,no,No,FALSE,No,"25,418",running,1,"1,076,762","69,860","69,629",231,"112,704"
Cavan-Monaghan,1,yes,Yes,FALSE,Yes,"32,115",elected,1,"1,076,762","58,067","57,904",163,"91,602"
Cavan-Monaghan,1,no,No,FALSE,No,"25,789",running,1,"1,076,762","58,067","57,904",163,"91,602"
Clare,1,yes,Yes,FALSE,Yes,"34,328",elected,1,"1,076,762","53,576","53,407",169,"83,225"
Clare,1,no,No,FALSE,No,"19,079",running,1,"1,076,762","53,576","53,407",169,"83,225"
Cork East,1,yes,Yes,FALSE,Yes,"34,941",elected,1,"1,076,762","54,639","54,491",148,"85,643"
Cork East,1,no,No,FALSE,No,"19,550",running,1,"1,076,762","54,639","54,491",148,"85,643"
Cork North-Central,1,yes,Yes,FALSE,Yes,"33,639",elected,1,"1,076,762","52,713","52,547",166,"84,412"
Cork North-Central,1,no,No,FALSE,No,"18,908",running,1,"1,076,762","52,713","52,547",166,"84,412"
Cork North-West,1,yes,Yes,FALSE,Yes,"27,194",elected,1,"1,076,762","45,379","45,248",131,"68,830"
Cork North-West,1,no,No,FALSE,No,"18,054",running,1,"1,076,762","45,379","45,248",131,"68,830"
Cork South-Central,1,yes,Yes,FALSE,Yes,"40,071",elected,1,"1,076,762","58,407","58,209",198,"87,524"
Cork South-Central,1,no,No,FALSE,No,"18,138",running,1,"1,076,762","58,407","58,209",198,"87,524"
Cork South-West,1,yes,Yes,FALSE,Yes,"26,147",elected,1,"1,076,762","40,648","40,534",114,"60,356"
Cork South-West,1,no,No,FALSE,No,"14,387",running,1,"1,076,762","40,648","40,534",114,"60,356"
Donegal,1,yes,Yes,FALSE,Yes,"32,559",elected,1,"1,076,762","67,839","67,650",189,"118,901"
Donegal,1,no,No,FALSE,No,"35,091",running,1,"1,076,762","67,839","67,650",189,"118,901"
Dublin Bay North,1,yes,Yes,FALSE,Yes,"57,754",elected,1,"1,076,762","77,481","77,327",154,"108,209"
Dublin Bay North,1,no,No,FALSE,No,"19,573",running,1,"1,076,762","77,481","77,327",154,"108,209"
Dublin Bay South,1,yes,Yes,FALSE,Yes,"33,919",elected,1,"1,076,762","43,343","43,217",126,"78,892"
Dublin Bay South,1,no,No,FALSE,No,"9,298",running,1,"1,076,762","43,343","43,217",126,"78,892"
Dublin Central,1,yes,Yes,FALSE,Yes,"18,863",elected,1,"1,076,762","24,732","24,653",79,"48,002"
Dublin Central,1,no,No,FALSE,No,"5,790",running,1,"1,076,762","24,732","24,653",79,"48,002"
Dublin Fingal,1,yes,Yes,FALSE,Yes,"51,840",elected,1,"1,076,762","67,519","67,363",156,"95,926"
Dublin Fingal,1,no,No,FALSE,No,"15,523",running,1,"1,076,762","67,519","67,363",156,"95,926"
Dublin Mid-West,1,yes,Yes,FALSE,Yes,"35,192",elected,1,"1,076,762","48,157","48,030",127,"71,558"
Dublin Mid-West,1,no,No,FALSE,No,"12,838",running,1,"1,076,762","48,157","48,030",127,"71,558"
Dublin North-West,1,yes,Yes,FALSE,Yes,"28,477",elected,1,"1,076,762","39,079","38,966",113,"62,270"
Dublin North-West,1,no,No,FALSE,No,"10,489",running,1,"1,076,762","39,079","38,966",113,"62,270"
Dublin Rathdown,1,yes,Yes,FALSE,Yes,"34,529",elected,1,"1,076,762","45,491","45,374",117,"64,887"
Dublin Rathdown,1,no,No,FALSE,No,"10,845",running,1,"1,076,762","45,491","45,374",117,"64,887"
Dublin South-Central,1,yes,Yes,FALSE,Yes,"34,201",elected,1,"1,076,762","45,843","45,731",112,"76,914"
Dublin South-Central,1,no,No,FALSE,No,"11,530",running,1,"1,076,762","45,843","45,731",112,"76,914"
Dublin South-West,1,yes,Yes,FALSE,Yes,"54,642",elected,1,"1,076,762","73,096","72,943",153,"106,588"
Dublin South-West,1,no,No,FALSE,No,"18,301",running,1,"1,076,762","73,096","72,943",153,"106,588"
Dublin West,1,yes,Yes,FALSE,Yes,"33,595",elected,1,"1,076,762","45,502","45,389",113,"67,138"
Dublin West,1,no,No,FALSE,No,"11,794",running,1,"1,076,762","45,502","45,389",113,"67,138"
Dún Laoghaire,1,yes,Yes,FALSE,Yes,"50,243",elected,1,"1,076,762","65,348","65,196",152,"95,372"
Dún Laoghaire,1,no,No,FALSE,No,"14,953",running,1,"1,076,762","65,348","65,196",152,"95,372"
Galway East,1,yes,Yes,FALSE,Yes,"26,525",elected,1,"1,076,762","44,192","44,071",121,"69,631"
Galway East,1,no,No,FALSE,No,"17,546",running,1,"1,076,762","44,192","44,071",121,"69,631"
Galway West,1,yes,Yes,FALSE,Yes,"42,422",elected,1,"1,076,762","64,529","64,328",201,"107,726"
Galway West,1,no,No,FALSE,No,"21,906",running,1,"1,076,762","64,529","64,328",201,"107,726"
Kerry,1,yes,Yes,FALSE,Yes,"40,285",elected,1,"1,076,762","69,345","69,136",209,"111,108"
Kerry,1,no,No,FALSE,No,"28,851",running,1,"1,076,762","69,345","69,136",209,"111,108"
Kildare North,1,yes,Yes,FALSE,Yes,"40,058",elected,1,"1,076,762","54,571","54,457",114,"85,587"
Kildare North,1,no,No,FALSE,No,"14,399",running,1,"1,076,762","54,571","54,457",114,"85,587"
Kildare South,1,yes,Yes,FALSE,Yes,"27,307",elected,1,"1,076,762","38,758","38,646",112,"63,190"
