constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Carlow,1,yes,Yes,FALSE,Yes,"16,668",elected,1,"843,256","21,486","20,888",598,"44,440"
Carlow,1,no,No,FALSE,No,"4,220",running,1,"843,256","21,486","20,888",598,"44,440"
Cavan,1,yes,Yes,FALSE,Yes,"24,108",elected,1,"843,256","32,031","30,919","1,112","56,466"
Cavan,1,no,No,FALSE,No,"6,811",running,1,"843,256","32,031","30,919","1,112","56,466"
Clare,1,yes,Yes,FALSE,Yes,"39,747",elected,1,"843,256","49,704","48,298","1,406","88,273"
Clare,1,no,No,FALSE,No,"8,551",running,1,"843,256","49,704","48,298","1,406","88,273"
Cork City,1,yes,Yes,FALSE,Yes,"54,200",elected,1,"843,256","67,235","66,319",916,"142,627"
Cork City,1,no,No,FALSE,No,"12,119",running,1,"843,256","67,235","66,319",916,"142,627"
Cork County,1,yes,Yes,FALSE,Yes,"104,043",elected,1,"843,256","131,649","128,289","3,360","260,527"
Cork County,1,no,No,FALSE,No,"24,246",running,1,"843,256","131,649","128,289","3,360","260,527"
Donegal,1,yes,Yes,FALSE,Yes,"52,979",elected,1,"843,256","71,381","68,848","2,533","127,840"
Donegal,1,no,No,FALSE,No,"15,869",running,1,"843,256","71,381","68,848","2,533","127,840"
Dublin City,1,yes,Yes,FALSE,Yes,"116,783",elected,1,"843,256","138,549","136,847","1,702","354,447"
Dublin City,1,no,No,FALSE,No,"20,064",running,1,"843,256","138,549","136,847","1,702","354,447"
Dún Laoghaire Rathdown,1,yes,Yes,FALSE,Yes,"66,529",elected,1,"843,256","77,532","76,731",801,"157,366"
Dún Laoghaire Rathdown,1,no,No,FALSE,No,"10,202",running,1,"843,256","77,532","76,731",801,"157,366"
Fingal,1,yes,Yes,FALSE,Yes,"67,745",elected,1,"843,256","79,222","78,441",781,"176,889"
Fingal,1,no,No,FALSE,No,"10,696",running,1,"843,256","79,222","78,441",781,"176,889"
Galway City,1,yes,Yes,FALSE,Yes,"18,568",elected,1,"843,256","22,959","22,490",469,"49,249"
Galway City,1,no,No,FALSE,No,"3,922",running,1,"843,256","22,959","22,490",469,"49,249"
Galway County,1,yes,Yes,FALSE,Yes,"60,675",elected,1,"843,256","77,136","74,337","2,799","140,475"
Galway County,1,no,No,FALSE,No,"13,662",running,1,"843,256","77,136","74,337","2,799","140,475"
Kerry,1,yes,Yes,FALSE,Yes,"52,052",elected,1,"843,256","67,297","64,682","2,615","111,638"
Kerry,1,no,No,FALSE,No,"12,630",running,1,"843,256","67,297","64,682","2,615","111,638"
Kildare,1,yes,Yes,FALSE,Yes,"57,881",elected,1,"843,256","68,854","67,785","1,069","145,217"
Kildare,1,no,No,FALSE,No,"9,904",running,1,"843,256","68,854","67,785","1,069","145,217"
Kilkenny,1,yes,Yes,FALSE,Yes,"30,384",elected,1,"843,256","38,735","37,707","1,028","72,603"
Kilkenny,1,no,No,FALSE,No,"7,323",running,1,"843,256","38,735","37,707","1,028","72,603"
Laois,1,yes,Yes,FALSE,Yes,"24,759",elected,1,"843,256","31,860","30,974",886,"59,129"
Laois,1,no,No,FALSE,No,"6,215",running,1,"843,256","31,860","30,974",886,"59,129"
Leitrim,1,yes,Yes,FALSE,Yes,"12,517",elected,1,"843,256","17,105","16,381",724,"26,340"
Leitrim,1,no,No,FALSE,No,"3,864",running,1,"843,256","17,105","16,381",724,"26,340"
Limerick City and County,1,yes,Yes,FALSE,Yes,"55,862",elected,1,"843,256","73,065","70,984","2,081","142,960"
Limerick City and County,1,no,No,FALSE,No,"15,122",running,1,"843,256","73,065","70,984","2,081","142,960"
Longford,1,yes,Yes,FALSE,Yes,"14,467",elected,1,"843,256","19,324","18,647",677,"30,562"
Longford,1,no,No,FALSE,No,"4,180",running,1,"843,256","19,324","18,647",677,"30,562"
Louth,1,yes,Yes,FALSE,Yes,"36,041",elected,1,"843,256","44,525","43,764",761,"91,475"
Louth,1,no,No,FALSE,No,"7,723",running,1,"843,256","44,525","43,764",761,"91,475"
Mayo,1,yes,Yes,FALSE,Yes,"46,987",elected,1,"843,256","61,637","59,256","2,381","98,721"
Mayo,1,no,No,FALSE,No,"12,269",running,1,"843,256","61,637","59,256","2,381","98,721"
Meath,1,yes,Yes,FALSE,Yes,"56,730",elected,1,"843,256","69,343","68,153","1,190","141,247"
Meath,1,no,No,FALSE,No,"11,423",running,1,"843,256","69,343","68,153","1,190","141,247"
Monaghan,1,yes,Yes,FALSE,Yes,"19,366",elected,1,"843,256","26,787","25,807",980,"47,017"
Monaghan,1,no,No,FALSE,No,"6,441",running,1,"843,256","26,787","25,807",980,"47,017"
Offaly,1,yes,Yes,FALSE,Yes,"24,389",elected,1,"843,256","31,056","30,174",882,"57,301"
Offaly,1,no,No,FALSE,No,"5,785",running,1,"843,256","31,056","30,174",882,"57,301"
Roscommon,1,yes,Yes,FALSE,Yes,"22,605",elected,1,"843,256","29,977","28,949","1,028","48,654"
Roscommon,1,no,No,FALSE,No,"6,344",running,1,"843,256","29,977","28,949","1,028","48,654"
Sligo,1,yes,Yes,FALSE,Yes,"25,550",elected,1,"843,256","32,836","31,789","1,047","54,263"
Sligo,1,no,No,FALSE,No,"6,239",running,1,"843,256","32,836","31,789","1,047","54,263"
South Dublin,1,yes,Yes,FALSE,Yes,"67,852",elected,1,"843,256","79,622","78,843",779,"184,645"
South Dublin,1,no,No,FALSE,No,"10,991",running,1,"843,256","79,622","78,843",779,"184,645"
Tipperary,1,yes,Yes,FALSE,Yes,"57,073",elected,1,"843,256","73,778","71,651","2,127","124,856"
Tipperary,1,no,No,FALSE,No,"14,578",running,1,"843,256","73,778","71,651","2,127","124,856"
Waterford City and County,1,yes,Yes,FALSE,Yes,"34,970",elected,1,"843,256","43,998","43,003",995,"82,312"
Waterford City and County,1,no,No,FALSE,No,"8,033",running,1,"843,256","43,998","43,003",995,"82,312"
Westmeath,1,yes,Yes,FALSE,Yes,"25,998",elected,1,"843,256","33,603","32,725",878,"67,590"
Westmeath,1,no,No,FALSE,No,"6,727",running,1,"843,256","33,603","32,725",878,"67,590"
Wexford,1,yes,Yes,FALSE,Yes,"51,289",elected,1,"843,256","61,055","60,001","1,054","116,660"
Wexford,1,no,No,FALSE,No,"8,712",running,1,"843,256","61,055","60,001","1,054","116,660"
Wicklow,1,yes,Yes,FALSE,Yes,"45,375",elected,1,"843,256","53,715","52,829",886,"95,847"
Wicklow,1,no,No,FALSE,No,"7,454",running,1,"843,256","53,715","52,829",886,"95,847"
