,constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,tvp,spoilt,turnout,electorate
,Ballynacourty,1,sean kyne,Seán Kyne,FALSE,FG,181,running,1,22607,1300,0,1300,2591
,Ballynacourty,1,mark lohan,Mark Lohan,FALSE,SF,45,running,1,22607,1300,0,1300,2591
,Ballynacourty,1,niall murphy,Niall Murphy,FALSE,GP,22,running,1,22607,1300,0,1300,2591
,Ballynacourty,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,73,running,1,22607,1300,0,1300,2591
,Ballynacourty,1,orla nugent,Orla Nugent,FALSE,AON,21,running,1,22607,1300,0,1300,2591
,Ballynacourty,1,helen ogbu,Helen Ogbu,FALSE,LAB,116,running,1,22607,1300,0,1300,2591
,Ballynacourty,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,1300,0,1300,2591
,Ballynacourty,1,denman rooke,Denman Rooke,FALSE,PBPS,14,running,1,22607,1300,0,1300,2591
,Ballynacourty,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,1300,0,1300,2591
,Ballynacourty,1,noel thomas,Noel Thomas,FALSE,INDIRL,126,running,1,22607,1300,0,1300,2591
,Ballynacourty,1,thomas welby,Thomas Welby,FALSE,IND,10,running,1,22607,1300,0,1300,2591
TRUE,Ballynakill,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,311,0,311,597
,Ballynakill,1,aj cahill,A.J. Cahill,FALSE,IPP,3,running,1,22607,311,0,311,597
,Ballynakill,1,mike cubbard,Mike Cubbard,FALSE,IND,2,running,1,22607,311,0,311,597
,Ballynakill,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,311,0,311,597
,Ballynakill,1,sheila garrity,Sheila Garrity,FALSE,IND,11,running,1,22607,311,0,311,597
,Ballynakill,1,cillian keane,Cillian Keane,FALSE,FF,15,running,1,22607,311,0,311,597
,Ballynakill,1,sean kyne,Seán Kyne,FALSE,FG,53,running,1,22607,311,0,311,597
,Ballynakill,1,mark lohan,Mark Lohan,FALSE,SF,29,running,1,22607,311,0,311,597
,Ballynakill,1,niall murphy,Niall Murphy,FALSE,GP,6,running,1,22607,311,0,311,597
,Ballynakill,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,12,running,1,22607,311,0,311,597
,Ballynakill,1,orla nugent,Orla Nugent,FALSE,AON,7,running,1,22607,311,0,311,597
,Ballynakill,1,helen ogbu,Helen Ogbu,FALSE,LAB,14,running,1,22607,311,0,311,597
,Ballynakill,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,311,0,311,597
,Ballynakill,1,denman rooke,Denman Rooke,FALSE,PBPS,2,running,1,22607,311,0,311,597
,Ballynakill,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,311,0,311,597
,Ballynakill,1,noel thomas,Noel Thomas,FALSE,INDIRL,55,running,1,22607,311,0,311,597
,Ballynakill,1,thomas welby,Thomas Welby,FALSE,IND,102,running,1,22607,311,0,311,597
TRUE,Barna (City),1,neill bairead,Néill Bairéad,FALSE,IND,4,running,1,22607,2250,0,2250,5678
,Barna (City),1,aj cahill,A.J. Cahill,FALSE,IPP,71,running,1,22607,2250,0,2250,5678
,Barna (City),1,mike cubbard,Mike Cubbard,FALSE,IND,200,running,1,22607,2250,0,2250,5678
,Barna (City),1,patrick feeney,Patrick Feeney,FALSE,IND,2,running,1,22607,2250,0,2250,5678
,Barna (City),1,sheila garrity,Sheila Garrity,FALSE,IND,111,running,1,22607,2250,0,2250,5678
,Barna (City),1,cillian keane,Cillian Keane,FALSE,FF,118,running,1,22607,2250,0,2250,5678
,Barna (City),1,sean kyne,Seán Kyne,FALSE,FG,443,running,1,22607,2250,0,2250,5678
,Barna (City),1,mark lohan,Mark Lohan,FALSE,SF,154,running,1,22607,2250,0,2250,5678
,Barna (City),1,niall murphy,Niall Murphy,FALSE,GP,133,running,1,22607,2250,0,2250,5678
,Barna (City),1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,178,running,1,22607,2250,0,2250,5678
,Barna (City),1,orla nugent,Orla Nugent,FALSE,AON,72,running,1,22607,2250,0,2250,5678
,Barna (City),1,helen ogbu,Helen Ogbu,FALSE,LAB,405,running,1,22607,2250,0,2250,5678
,Barna (City),1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,2250,0,2250,5678
,Barna (City),1,denman rooke,Denman Rooke,FALSE,PBPS,24,running,1,22607,2250,0,2250,5678
,Barna (City),1,michael ryan,Michael Ryan,FALSE,IND,7,running,1,22607,2250,0,2250,5678
,Barna (City),1,noel thomas,Noel Thomas,FALSE,INDIRL,276,running,1,22607,2250,0,2250,5678
,Barna (City),1,thomas welby,Thomas Welby,FALSE,IND,52,running,1,22607,2250,0,2250,5678
TRUE,Barna (County),1,neill bairead,Néill Bairéad,FALSE,IND,3,running,1,22607,2309,0,2309,4943
,Barna (County),1,aj cahill,A.J. Cahill,FALSE,IPP,37,running,1,22607,2309,0,2309,4943
,Barna (County),1,mike cubbard,Mike Cubbard,FALSE,IND,151,running,1,22607,2309,0,2309,4943
,Barna (County),1,patrick feeney,Patrick Feeney,FALSE,IND,1,running,1,22607,2309,0,2309,4943
,Barna (County),1,sheila garrity,Sheila Garrity,FALSE,IND,93,running,1,22607,2309,0,2309,4943
,Barna (County),1,cillian keane,Cillian Keane,FALSE,FF,176,running,1,22607,2309,0,2309,4943
,Barna (County),1,sean kyne,Seán Kyne,FALSE,FG,675,running,1,22607,2309,0,2309,4943
,Barna (County),1,mark lohan,Mark Lohan,FALSE,SF,79,running,1,22607,2309,0,2309,4943
,Barna (County),1,niall murphy,Niall Murphy,FALSE,GP,103,running,1,22607,2309,0,2309,4943
,Barna (County),1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,154,running,1,22607,2309,0,2309,4943
,Barna (County),1,orla nugent,Orla Nugent,FALSE,AON,85,running,1,22607,2309,0,2309,4943
,Barna (County),1,helen ogbu,Helen Ogbu,FALSE,LAB,308,running,1,22607,2309,0,2309,4943
,Barna (County),1,john oleary,John O'Leary,FALSE,IND,1,running,1,22607,2309,0,2309,4943
,Barna (County),1,denman rooke,Denman Rooke,FALSE,PBPS,15,running,1,22607,2309,0,2309,4943
,Barna (County),1,michael ryan,Michael Ryan,FALSE,IND,2,running,1,22607,2309,0,2309,4943
,Barna (County),1,noel thomas,Noel Thomas,FALSE,INDIRL,334,running,1,22607,2309,0,2309,4943
,Barna (County),1,thomas welby,Thomas Welby,FALSE,IND,92,running,1,22607,2309,0,2309,4943
TRUE,Binn an Choire,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,73,0,73,141
,Binn an Choire,1,aj cahill,A.J. Cahill,FALSE,IPP,1,running,1,22607,73,0,73,141
,Binn an Choire,1,mike cubbard,Mike Cubbard,FALSE,IND,1.5,running,1,22607,73,0,73,141
,Binn an Choire,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,73,0,73,141
,Binn an Choire,1,sheila garrity,Sheila Garrity,FALSE,IND,0,running,1,22607,73,0,73,141
,Binn an Choire,1,cillian keane,Cillian Keane,FALSE,FF,3.5,running,1,22607,73,0,73,141
,Binn an Choire,1,sean kyne,Seán Kyne,FALSE,FG,10.5,running,1,22607,73,0,73,141
,Binn an Choire,1,mark lohan,Mark Lohan,FALSE,SF,1.5,running,1,22607,73,0,73,141
,Binn an Choire,1,niall murphy,Niall Murphy,FALSE,GP,0,running,1,22607,73,0,73,141
,Binn an Choire,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,3.5,running,1,22607,73,0,73,141
,Binn an Choire,1,orla nugent,Orla Nugent,FALSE,AON,0,running,1,22607,73,0,73,141
,Binn an Choire,1,helen ogbu,Helen Ogbu,FALSE,LAB,4.5,running,1,22607,73,0,73,141
,Binn an Choire,1,john oleary,John O'Leary,FALSE,IND,0.5,running,1,22607,73,0,73,141
,Binn an Choire,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,73,0,73,141
,Binn an Choire,1,michael ryan,Michael Ryan,FALSE,IND,0.5,running,1,22607,73,0,73,141
,Binn an Choire,1,noel thomas,Noel Thomas,FALSE,INDIRL,16,running,1,22607,73,0,73,141
,Binn an Choire,1,thomas welby,Thomas Welby,FALSE,IND,29,running,1,22607,73,0,73,141
TRUE,Bunowen,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,109,0,109,214
,Bunowen,1,aj cahill,A.J. Cahill,FALSE,IPP,1,running,1,22607,109,0,109,214
,Bunowen,1,mike cubbard,Mike Cubbard,FALSE,IND,1,running,1,22607,109,0,109,214
,Bunowen,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,109,0,109,214
,Bunowen,1,sheila garrity,Sheila Garrity,FALSE,IND,2,running,1,22607,109,0,109,214
,Bunowen,1,cillian keane,Cillian Keane,FALSE,FF,5,running,1,22607,109,0,109,214
,Bunowen,1,sean kyne,Seán Kyne,FALSE,FG,29,running,1,22607,109,0,109,214
,Bunowen,1,mark lohan,Mark Lohan,FALSE,SF,3,running,1,22607,109,0,109,214
,Bunowen,1,niall murphy,Niall Murphy,FALSE,GP,0,running,1,22607,109,0,109,214
,Bunowen,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,2,running,1,22607,109,0,109,214
,Bunowen,1,orla nugent,Orla Nugent,FALSE,AON,1,running,1,22607,109,0,109,214
,Bunowen,1,helen ogbu,Helen Ogbu,FALSE,LAB,3,running,1,22607,109,0,109,214
,Bunowen,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,109,0,109,214
,Bunowen,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,109,0,109,214
,Bunowen,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,109,0,109,214
,Bunowen,1,noel thomas,Noel Thomas,FALSE,INDIRL,36,running,1,22607,109,0,109,214
,Bunowen,1,thomas welby,Thomas Welby,FALSE,IND,24,running,1,22607,109,0,109,214
TRUE,Camas,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,153,0,153,388
,Camas,1,aj cahill,A.J. Cahill,FALSE,IPP,0,running,1,22607,153,0,153,388
,Camas,1,mike cubbard,Mike Cubbard,FALSE,IND,3,running,1,22607,153,0,153,388
,Camas,1,patrick feeney,Patrick Feeney,FALSE,IND,1,running,1,22607,153,0,153,388
,Camas,1,sheila garrity,Sheila Garrity,FALSE,IND,0,running,1,22607,153,0,153,388
,Camas,1,cillian keane,Cillian Keane,FALSE,FF,4,running,1,22607,153,0,153,388
,Camas,1,sean kyne,Seán Kyne,FALSE,FG,27,running,1,22607,153,0,153,388
,Camas,1,mark lohan,Mark Lohan,FALSE,SF,8,running,1,22607,153,0,153,388
,Camas,1,niall murphy,Niall Murphy,FALSE,GP,1,running,1,22607,153,0,153,388
,Camas,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,25,running,1,22607,153,0,153,388
,Camas,1,orla nugent,Orla Nugent,FALSE,AON,4,running,1,22607,153,0,153,388
,Camas,1,helen ogbu,Helen Ogbu,FALSE,LAB,11,running,1,22607,153,0,153,388
,Camas,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,153,0,153,388
,Camas,1,denman rooke,Denman Rooke,FALSE,PBPS,0,running,1,22607,153,0,153,388
,Camas,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,153,0,153,388
,Camas,1,noel thomas,Noel Thomas,FALSE,INDIRL,46,running,1,22607,153,0,153,388
,Camas,1,thomas welby,Thomas Welby,FALSE,IND,22,running,1,22607,153,0,153,388
TRUE,Castlegar,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,1165,0,1165,3867
,Castlegar,1,aj cahill,A.J. Cahill,FALSE,IPP,35,running,1,22607,1165,0,1165,3867
,Castlegar,1,mike cubbard,Mike Cubbard,FALSE,IND,130,running,1,22607,1165,0,1165,3867
,Castlegar,1,patrick feeney,Patrick Feeney,FALSE,IND,2,running,1,22607,1165,0,1165,3867
,Castlegar,1,sheila garrity,Sheila Garrity,FALSE,IND,27,running,1,22607,1165,0,1165,3867
,Castlegar,1,cillian keane,Cillian Keane,FALSE,FF,90,running,1,22607,1165,0,1165,3867
,Castlegar,1,sean kyne,Seán Kyne,FALSE,FG,172,running,1,22607,1165,0,1165,3867
,Castlegar,1,mark lohan,Mark Lohan,FALSE,SF,112,running,1,22607,1165,0,1165,3867
,Castlegar,1,niall murphy,Niall Murphy,FALSE,GP,27,running,1,22607,1165,0,1165,3867
,Castlegar,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,78,running,1,22607,1165,0,1165,3867
,Castlegar,1,orla nugent,Orla Nugent,FALSE,AON,46,running,1,22607,1165,0,1165,3867
,Castlegar,1,helen ogbu,Helen Ogbu,FALSE,LAB,239,running,1,22607,1165,0,1165,3867
,Castlegar,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,1165,0,1165,3867
,Castlegar,1,denman rooke,Denman Rooke,FALSE,PBPS,19,running,1,22607,1165,0,1165,3867
,Castlegar,1,michael ryan,Michael Ryan,FALSE,IND,3,running,1,22607,1165,0,1165,3867
,Castlegar,1,noel thomas,Noel Thomas,FALSE,INDIRL,160,running,1,22607,1165,0,1165,3867
,Castlegar,1,thomas welby,Thomas Welby,FALSE,IND,24,running,1,22607,1165,0,1165,3867
TRUE,Ceathrú an Bhrúnaigh,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,aj cahill,A.J. Cahill,FALSE,IPP,6,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,mike cubbard,Mike Cubbard,FALSE,IND,40,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,patrick feeney,Patrick Feeney,FALSE,IND,1,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,sheila garrity,Sheila Garrity,FALSE,IND,10,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,cillian keane,Cillian Keane,FALSE,FF,45,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,sean kyne,Seán Kyne,FALSE,FG,67,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,mark lohan,Mark Lohan,FALSE,SF,36,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,niall murphy,Niall Murphy,FALSE,GP,10,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,22,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,orla nugent,Orla Nugent,FALSE,AON,12,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,helen ogbu,Helen Ogbu,FALSE,LAB,46,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,denman rooke,Denman Rooke,FALSE,PBPS,2,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,noel thomas,Noel Thomas,FALSE,INDIRL,128,running,1,22607,441,0,441,1168
,Ceathrú an Bhrúnaigh,1,thomas welby,Thomas Welby,FALSE,IND,15,running,1,22607,441,0,441,1168
TRUE,Cill Aithnín,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,313,0,313,651
,Cill Aithnín,1,aj cahill,A.J. Cahill,FALSE,IPP,3,running,1,22607,313,0,313,651
,Cill Aithnín,1,mike cubbard,Mike Cubbard,FALSE,IND,5,running,1,22607,313,0,313,651
,Cill Aithnín,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,313,0,313,651
,Cill Aithnín,1,sheila garrity,Sheila Garrity,FALSE,IND,3,running,1,22607,313,0,313,651
,Cill Aithnín,1,cillian keane,Cillian Keane,FALSE,FF,17,running,1,22607,313,0,313,651
,Cill Aithnín,1,sean kyne,Seán Kyne,FALSE,FG,61,running,1,22607,313,0,313,651
,Cill Aithnín,1,mark lohan,Mark Lohan,FALSE,SF,16,running,1,22607,313,0,313,651
,Cill Aithnín,1,niall murphy,Niall Murphy,FALSE,GP,6,running,1,22607,313,0,313,651
,Cill Aithnín,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,43,running,1,22607,313,0,313,651
,Cill Aithnín,1,orla nugent,Orla Nugent,FALSE,AON,4,running,1,22607,313,0,313,651
,Cill Aithnín,1,helen ogbu,Helen Ogbu,FALSE,LAB,19,running,1,22607,313,0,313,651
,Cill Aithnín,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,313,0,313,651
,Cill Aithnín,1,denman rooke,Denman Rooke,FALSE,PBPS,0,running,1,22607,313,0,313,651
,Cill Aithnín,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,313,0,313,651
,Cill Aithnín,1,noel thomas,Noel Thomas,FALSE,INDIRL,116,running,1,22607,313,0,313,651
,Cill Aithnín,1,thomas welby,Thomas Welby,FALSE,IND,20,running,1,22607,313,0,313,651
TRUE,Cill Chuimín,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,635,0,635,1862
,Cill Chuimín,1,aj cahill,A.J. Cahill,FALSE,IPP,5,running,1,22607,635,0,635,1862
,Cill Chuimín,1,mike cubbard,Mike Cubbard,FALSE,IND,18,running,1,22607,635,0,635,1862
,Cill Chuimín,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,635,0,635,1862
,Cill Chuimín,1,sheila garrity,Sheila Garrity,FALSE,IND,17,running,1,22607,635,0,635,1862
,Cill Chuimín,1,cillian keane,Cillian Keane,FALSE,FF,107,running,1,22607,635,0,635,1862
,Cill Chuimín,1,sean kyne,Seán Kyne,FALSE,FG,93,running,1,22607,635,0,635,1862
,Cill Chuimín,1,mark lohan,Mark Lohan,FALSE,SF,34,running,1,22607,635,0,635,1862
,Cill Chuimín,1,niall murphy,Niall Murphy,FALSE,GP,10,running,1,22607,635,0,635,1862
,Cill Chuimín,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,72,running,1,22607,635,0,635,1862
,Cill Chuimín,1,orla nugent,Orla Nugent,FALSE,AON,11,running,1,22607,635,0,635,1862
,Cill Chuimín,1,helen ogbu,Helen Ogbu,FALSE,LAB,44,running,1,22607,635,0,635,1862
,Cill Chuimín,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,635,0,635,1862
,Cill Chuimín,1,denman rooke,Denman Rooke,FALSE,PBPS,5,running,1,22607,635,0,635,1862
,Cill Chuimín,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,635,0,635,1862
,Cill Chuimín,1,noel thomas,Noel Thomas,FALSE,INDIRL,147,running,1,22607,635,0,635,1862
,Cill Chuimín,1,thomas welby,Thomas Welby,FALSE,IND,71,running,1,22607,635,0,635,1862
TRUE,Claddagh,1,neill bairead,Néill Bairéad,FALSE,IND,5,running,1,22607,899,0,899,2147
,Claddagh,1,aj cahill,A.J. Cahill,FALSE,IPP,19,running,1,22607,899,0,899,2147
,Claddagh,1,mike cubbard,Mike Cubbard,FALSE,IND,164,running,1,22607,899,0,899,2147
,Claddagh,1,patrick feeney,Patrick Feeney,FALSE,IND,2,running,1,22607,899,0,899,2147
,Claddagh,1,sheila garrity,Sheila Garrity,FALSE,IND,53,running,1,22607,899,0,899,2147
,Claddagh,1,cillian keane,Cillian Keane,FALSE,FF,45,running,1,22607,899,0,899,2147
,Claddagh,1,sean kyne,Seán Kyne,FALSE,FG,156,running,1,22607,899,0,899,2147
,Claddagh,1,mark lohan,Mark Lohan,FALSE,SF,67,running,1,22607,899,0,899,2147
,Claddagh,1,niall murphy,Niall Murphy,FALSE,GP,28,running,1,22607,899,0,899,2147
,Claddagh,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,74,running,1,22607,899,0,899,2147
,Claddagh,1,orla nugent,Orla Nugent,FALSE,AON,35,running,1,22607,899,0,899,2147
,Claddagh,1,helen ogbu,Helen Ogbu,FALSE,LAB,139,running,1,22607,899,0,899,2147
,Claddagh,1,john oleary,John O'Leary,FALSE,IND,1,running,1,22607,899,0,899,2147
,Claddagh,1,denman rooke,Denman Rooke,FALSE,PBPS,13,running,1,22607,899,0,899,2147
,Claddagh,1,michael ryan,Michael Ryan,FALSE,IND,1,running,1,22607,899,0,899,2147
,Claddagh,1,noel thomas,Noel Thomas,FALSE,INDIRL,81,running,1,22607,899,0,899,2147
,Claddagh,1,thomas welby,Thomas Welby,FALSE,IND,16,running,1,22607,899,0,899,2147
TRUE,Clarinbridge,1,neill bairead,Néill Bairéad,FALSE,IND,2,running,1,22607,758,0,758,1813
,Clarinbridge,1,aj cahill,A.J. Cahill,FALSE,IPP,15,running,1,22607,758,0,758,1813
,Clarinbridge,1,mike cubbard,Mike Cubbard,FALSE,IND,29,running,1,22607,758,0,758,1813
,Clarinbridge,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,758,0,758,1813
,Clarinbridge,1,sheila garrity,Sheila Garrity,FALSE,IND,18,running,1,22607,758,0,758,1813
,Clarinbridge,1,cillian keane,Cillian Keane,FALSE,FF,184,running,1,22607,758,0,758,1813
,Clarinbridge,1,sean kyne,Seán Kyne,FALSE,FG,171,running,1,22607,758,0,758,1813
,Clarinbridge,1,mark lohan,Mark Lohan,FALSE,SF,31,running,1,22607,758,0,758,1813
,Clarinbridge,1,niall murphy,Niall Murphy,FALSE,GP,18,running,1,22607,758,0,758,1813
,Clarinbridge,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,31,running,1,22607,758,0,758,1813
,Clarinbridge,1,orla nugent,Orla Nugent,FALSE,AON,24,running,1,22607,758,0,758,1813
,Clarinbridge,1,helen ogbu,Helen Ogbu,FALSE,LAB,79,running,1,22607,758,0,758,1813
,Clarinbridge,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,758,0,758,1813
,Clarinbridge,1,denman rooke,Denman Rooke,FALSE,PBPS,10,running,1,22607,758,0,758,1813
,Clarinbridge,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,758,0,758,1813
,Clarinbridge,1,noel thomas,Noel Thomas,FALSE,INDIRL,133,running,1,22607,758,0,758,1813
,Clarinbridge,1,thomas welby,Thomas Welby,FALSE,IND,13,running,1,22607,758,0,758,1813
TRUE,Cleggan,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,109,0,109,229
,Cleggan,1,aj cahill,A.J. Cahill,FALSE,IPP,4,running,1,22607,109,0,109,229
,Cleggan,1,mike cubbard,Mike Cubbard,FALSE,IND,0,running,1,22607,109,0,109,229
,Cleggan,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,109,0,109,229
,Cleggan,1,sheila garrity,Sheila Garrity,FALSE,IND,3,running,1,22607,109,0,109,229
,Cleggan,1,cillian keane,Cillian Keane,FALSE,FF,5,running,1,22607,109,0,109,229
,Cleggan,1,sean kyne,Seán Kyne,FALSE,FG,27,running,1,22607,109,0,109,229
,Cleggan,1,mark lohan,Mark Lohan,FALSE,SF,10,running,1,22607,109,0,109,229
,Cleggan,1,niall murphy,Niall Murphy,FALSE,GP,2,running,1,22607,109,0,109,229
,Cleggan,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,5,running,1,22607,109,0,109,229
,Cleggan,1,orla nugent,Orla Nugent,FALSE,AON,0,running,1,22607,109,0,109,229
,Cleggan,1,helen ogbu,Helen Ogbu,FALSE,LAB,4,running,1,22607,109,0,109,229
,Cleggan,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,109,0,109,229
,Cleggan,1,denman rooke,Denman Rooke,FALSE,PBPS,3,running,1,22607,109,0,109,229
,Cleggan,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,109,0,109,229
,Cleggan,1,noel thomas,Noel Thomas,FALSE,INDIRL,34,running,1,22607,109,0,109,229
,Cleggan,1,thomas welby,Thomas Welby,FALSE,IND,12,running,1,22607,109,0,109,229
TRUE,Clifden,1,neill bairead,Néill Bairéad,FALSE,IND,3,running,1,22607,650,0,650,1387
,Clifden,1,aj cahill,A.J. Cahill,FALSE,IPP,4,running,1,22607,650,0,650,1387
,Clifden,1,mike cubbard,Mike Cubbard,FALSE,IND,6,running,1,22607,650,0,650,1387
,Clifden,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,650,0,650,1387
,Clifden,1,sheila garrity,Sheila Garrity,FALSE,IND,10,running,1,22607,650,0,650,1387
,Clifden,1,cillian keane,Cillian Keane,FALSE,FF,46,running,1,22607,650,0,650,1387
,Clifden,1,sean kyne,Seán Kyne,FALSE,FG,189,running,1,22607,650,0,650,1387
,Clifden,1,mark lohan,Mark Lohan,FALSE,SF,52,running,1,22607,650,0,650,1387
,Clifden,1,niall murphy,Niall Murphy,FALSE,GP,9,running,1,22607,650,0,650,1387
,Clifden,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,14,running,1,22607,650,0,650,1387
,Clifden,1,orla nugent,Orla Nugent,FALSE,AON,5,running,1,22607,650,0,650,1387
,Clifden,1,helen ogbu,Helen Ogbu,FALSE,LAB,18,running,1,22607,650,0,650,1387
,Clifden,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,650,0,650,1387
,Clifden,1,denman rooke,Denman Rooke,FALSE,PBPS,6,running,1,22607,650,0,650,1387
,Clifden,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,650,0,650,1387
,Clifden,1,noel thomas,Noel Thomas,FALSE,INDIRL,132,running,1,22607,650,0,650,1387
,Clifden,1,thomas welby,Thomas Welby,FALSE,IND,156,running,1,22607,650,0,650,1387
TRUE,Cloch na Rón,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,109,0,109,214
,Cloch na Rón,1,aj cahill,A.J. Cahill,FALSE,IPP,1,running,1,22607,109,0,109,214
,Cloch na Rón,1,mike cubbard,Mike Cubbard,FALSE,IND,1,running,1,22607,109,0,109,214
,Cloch na Rón,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,109,0,109,214
,Cloch na Rón,1,sheila garrity,Sheila Garrity,FALSE,IND,2,running,1,22607,109,0,109,214
,Cloch na Rón,1,cillian keane,Cillian Keane,FALSE,FF,5,running,1,22607,109,0,109,214
,Cloch na Rón,1,sean kyne,Seán Kyne,FALSE,FG,29,running,1,22607,109,0,109,214
,Cloch na Rón,1,mark lohan,Mark Lohan,FALSE,SF,3,running,1,22607,109,0,109,214
,Cloch na Rón,1,niall murphy,Niall Murphy,FALSE,GP,0,running,1,22607,109,0,109,214
,Cloch na Rón,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,2,running,1,22607,109,0,109,214
,Cloch na Rón,1,orla nugent,Orla Nugent,FALSE,AON,1,running,1,22607,109,0,109,214
,Cloch na Rón,1,helen ogbu,Helen Ogbu,FALSE,LAB,3,running,1,22607,109,0,109,214
,Cloch na Rón,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,109,0,109,214
,Cloch na Rón,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,109,0,109,214
,Cloch na Rón,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,109,0,109,214
,Cloch na Rón,1,noel thomas,Noel Thomas,FALSE,INDIRL,36,running,1,22607,109,0,109,214
