,constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,tvp,spoilt,turnout,electorate
,Cloch na Rón,1,thomas welby,Thomas Welby,FALSE,IND,24,running,1,22607,109,0,109,214
TRUE,Conga,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,136,0,136,436
,Conga,1,aj cahill,A.J. Cahill,FALSE,IPP,3,running,1,22607,136,0,136,436
,Conga,1,mike cubbard,Mike Cubbard,FALSE,IND,0,running,1,22607,136,0,136,436
,Conga,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,136,0,136,436
,Conga,1,sheila garrity,Sheila Garrity,FALSE,IND,0,running,1,22607,136,0,136,436
,Conga,1,cillian keane,Cillian Keane,FALSE,FF,25,running,1,22607,136,0,136,436
,Conga,1,sean kyne,Seán Kyne,FALSE,FG,19,running,1,22607,136,0,136,436
,Conga,1,mark lohan,Mark Lohan,FALSE,SF,4,running,1,22607,136,0,136,436
,Conga,1,niall murphy,Niall Murphy,FALSE,GP,0,running,1,22607,136,0,136,436
,Conga,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,3,running,1,22607,136,0,136,436
,Conga,1,orla nugent,Orla Nugent,FALSE,AON,2,running,1,22607,136,0,136,436
,Conga,1,helen ogbu,Helen Ogbu,FALSE,LAB,5,running,1,22607,136,0,136,436
,Conga,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,136,0,136,436
,Conga,1,denman rooke,Denman Rooke,FALSE,PBPS,0,running,1,22607,136,0,136,436
,Conga,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,136,0,136,436
,Conga,1,noel thomas,Noel Thomas,FALSE,INDIRL,30,running,1,22607,136,0,136,436
,Conga,1,thomas welby,Thomas Welby,FALSE,IND,44,running,1,22607,136,0,136,436
TRUE,Cushkillary,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,81,0,81,143
,Cushkillary,1,aj cahill,A.J. Cahill,FALSE,IPP,0,running,1,22607,81,0,81,143
,Cushkillary,1,mike cubbard,Mike Cubbard,FALSE,IND,1,running,1,22607,81,0,81,143
,Cushkillary,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,81,0,81,143
,Cushkillary,1,sheila garrity,Sheila Garrity,FALSE,IND,2,running,1,22607,81,0,81,143
,Cushkillary,1,cillian keane,Cillian Keane,FALSE,FF,5,running,1,22607,81,0,81,143
,Cushkillary,1,sean kyne,Seán Kyne,FALSE,FG,27,running,1,22607,81,0,81,143
,Cushkillary,1,mark lohan,Mark Lohan,FALSE,SF,3,running,1,22607,81,0,81,143
,Cushkillary,1,niall murphy,Niall Murphy,FALSE,GP,1,running,1,22607,81,0,81,143
,Cushkillary,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,3,running,1,22607,81,0,81,143
,Cushkillary,1,orla nugent,Orla Nugent,FALSE,AON,1,running,1,22607,81,0,81,143
,Cushkillary,1,helen ogbu,Helen Ogbu,FALSE,LAB,6,running,1,22607,81,0,81,143
,Cushkillary,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,81,0,81,143
,Cushkillary,1,denman rooke,Denman Rooke,FALSE,PBPS,0,running,1,22607,81,0,81,143
,Cushkillary,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,81,0,81,143
,Cushkillary,1,noel thomas,Noel Thomas,FALSE,INDIRL,16,running,1,22607,81,0,81,143
,Cushkillary,1,thomas welby,Thomas Welby,FALSE,IND,16,running,1,22607,81,0,81,143
TRUE,Dangan,1,neill bairead,Néill Bairéad,FALSE,IND,6,running,1,22607,1222,0,1222,3034
,Dangan,1,aj cahill,A.J. Cahill,FALSE,IPP,29,running,1,22607,1222,0,1222,3034
,Dangan,1,mike cubbard,Mike Cubbard,FALSE,IND,260,running,1,22607,1222,0,1222,3034
,Dangan,1,patrick feeney,Patrick Feeney,FALSE,IND,2,running,1,22607,1222,0,1222,3034
,Dangan,1,sheila garrity,Sheila Garrity,FALSE,IND,53,running,1,22607,1222,0,1222,3034
,Dangan,1,cillian keane,Cillian Keane,FALSE,FF,51,running,1,22607,1222,0,1222,3034
,Dangan,1,sean kyne,Seán Kyne,FALSE,FG,168,running,1,22607,1222,0,1222,3034
,Dangan,1,mark lohan,Mark Lohan,FALSE,SF,130,running,1,22607,1222,0,1222,3034
,Dangan,1,niall murphy,Niall Murphy,FALSE,GP,23,running,1,22607,1222,0,1222,3034
,Dangan,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,93,running,1,22607,1222,0,1222,3034
,Dangan,1,orla nugent,Orla Nugent,FALSE,AON,47,running,1,22607,1222,0,1222,3034
,Dangan,1,helen ogbu,Helen Ogbu,FALSE,LAB,139,running,1,22607,1222,0,1222,3034
,Dangan,1,john oleary,John O'Leary,FALSE,IND,1,running,1,22607,1222,0,1222,3034
,Dangan,1,denman rooke,Denman Rooke,FALSE,PBPS,25,running,1,22607,1222,0,1222,3034
,Dangan,1,michael ryan,Michael Ryan,FALSE,IND,22,running,1,22607,1222,0,1222,3034
,Dangan,1,noel thomas,Noel Thomas,FALSE,INDIRL,138,running,1,22607,1222,0,1222,3034
,Dangan,1,thomas welby,Thomas Welby,FALSE,IND,35,running,1,22607,1222,0,1222,3034
TRUE,Derrycunlagh,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,119,0,119,290
,Derrycunlagh,1,aj cahill,A.J. Cahill,FALSE,IPP,1,running,1,22607,119,0,119,290
,Derrycunlagh,1,mike cubbard,Mike Cubbard,FALSE,IND,1,running,1,22607,119,0,119,290
,Derrycunlagh,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,119,0,119,290
,Derrycunlagh,1,sheila garrity,Sheila Garrity,FALSE,IND,2,running,1,22607,119,0,119,290
,Derrycunlagh,1,cillian keane,Cillian Keane,FALSE,FF,9,running,1,22607,119,0,119,290
,Derrycunlagh,1,sean kyne,Seán Kyne,FALSE,FG,40,running,1,22607,119,0,119,290
,Derrycunlagh,1,mark lohan,Mark Lohan,FALSE,SF,6,running,1,22607,119,0,119,290
,Derrycunlagh,1,niall murphy,Niall Murphy,FALSE,GP,1,running,1,22607,119,0,119,290
,Derrycunlagh,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,3,running,1,22607,119,0,119,290
,Derrycunlagh,1,orla nugent,Orla Nugent,FALSE,AON,1,running,1,22607,119,0,119,290
,Derrycunlagh,1,helen ogbu,Helen Ogbu,FALSE,LAB,3,running,1,22607,119,0,119,290
,Derrycunlagh,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,119,0,119,290
,Derrycunlagh,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,119,0,119,290
,Derrycunlagh,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,119,0,119,290
,Derrycunlagh,1,noel thomas,Noel Thomas,FALSE,INDIRL,23,running,1,22607,119,0,119,290
,Derrycunlagh,1,thomas welby,Thomas Welby,FALSE,IND,27,running,1,22607,119,0,119,290
TRUE,Derrylea,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,119,0,119,290
,Derrylea,1,aj cahill,A.J. Cahill,FALSE,IPP,1,running,1,22607,119,0,119,290
,Derrylea,1,mike cubbard,Mike Cubbard,FALSE,IND,1,running,1,22607,119,0,119,290
,Derrylea,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,119,0,119,290
,Derrylea,1,sheila garrity,Sheila Garrity,FALSE,IND,2,running,1,22607,119,0,119,290
,Derrylea,1,cillian keane,Cillian Keane,FALSE,FF,9,running,1,22607,119,0,119,290
,Derrylea,1,sean kyne,Seán Kyne,FALSE,FG,40,running,1,22607,119,0,119,290
,Derrylea,1,mark lohan,Mark Lohan,FALSE,SF,6,running,1,22607,119,0,119,290
,Derrylea,1,niall murphy,Niall Murphy,FALSE,GP,1,running,1,22607,119,0,119,290
,Derrylea,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,3,running,1,22607,119,0,119,290
,Derrylea,1,orla nugent,Orla Nugent,FALSE,AON,1,running,1,22607,119,0,119,290
,Derrylea,1,helen ogbu,Helen Ogbu,FALSE,LAB,3,running,1,22607,119,0,119,290
,Derrylea,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,119,0,119,290
,Derrylea,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,119,0,119,290
,Derrylea,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,119,0,119,290
,Derrylea,1,noel thomas,Noel Thomas,FALSE,INDIRL,23,running,1,22607,119,0,119,290
,Derrylea,1,thomas welby,Thomas Welby,FALSE,IND,27,running,1,22607,119,0,119,290
TRUE,Doonloughan,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,aj cahill,A.J. Cahill,FALSE,IPP,2,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,mike cubbard,Mike Cubbard,FALSE,IND,1,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,sheila garrity,Sheila Garrity,FALSE,IND,0.5,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,cillian keane,Cillian Keane,FALSE,FF,9,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,sean kyne,Seán Kyne,FALSE,FG,18.5,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,mark lohan,Mark Lohan,FALSE,SF,7.5,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,niall murphy,Niall Murphy,FALSE,GP,1,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,0.5,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,orla nugent,Orla Nugent,FALSE,AON,3,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,helen ogbu,Helen Ogbu,FALSE,LAB,2.5,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,noel thomas,Noel Thomas,FALSE,INDIRL,52.5,running,1,22607,127.5,0,127.5,245.5
,Doonloughan,1,thomas welby,Thomas Welby,FALSE,IND,28.5,running,1,22607,127.5,0,127.5,245.5
TRUE,Eanach Dhúin,1,neill bairead,Néill Bairéad,FALSE,IND,2,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,aj cahill,A.J. Cahill,FALSE,IPP,9,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,mike cubbard,Mike Cubbard,FALSE,IND,52,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,sheila garrity,Sheila Garrity,FALSE,IND,14,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,cillian keane,Cillian Keane,FALSE,FF,68,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,sean kyne,Seán Kyne,FALSE,FG,107,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,mark lohan,Mark Lohan,FALSE,SF,36,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,niall murphy,Niall Murphy,FALSE,GP,7,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,26,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,orla nugent,Orla Nugent,FALSE,AON,5,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,helen ogbu,Helen Ogbu,FALSE,LAB,51,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,denman rooke,Denman Rooke,FALSE,PBPS,3,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,michael ryan,Michael Ryan,FALSE,IND,1,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,noel thomas,Noel Thomas,FALSE,INDIRL,176,running,1,22607,584,0,584,1607
,Eanach Dhúin,1,thomas welby,Thomas Welby,FALSE,IND,27,running,1,22607,584,0,584,1607
TRUE,Errislannan,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,aj cahill,A.J. Cahill,FALSE,IPP,2,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,mike cubbard,Mike Cubbard,FALSE,IND,1,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,sheila garrity,Sheila Garrity,FALSE,IND,0.5,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,cillian keane,Cillian Keane,FALSE,FF,9,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,sean kyne,Seán Kyne,FALSE,FG,18.5,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,mark lohan,Mark Lohan,FALSE,SF,7.5,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,niall murphy,Niall Murphy,FALSE,GP,1,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,0.5,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,orla nugent,Orla Nugent,FALSE,AON,3,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,helen ogbu,Helen Ogbu,FALSE,LAB,2.5,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,noel thomas,Noel Thomas,FALSE,INDIRL,52.5,running,1,22607,127.5,0,127.5,245.5
,Errislannan,1,thomas welby,Thomas Welby,FALSE,IND,28.5,running,1,22607,127.5,0,127.5,245.5
TRUE,Eyre Square,1,neill bairead,Néill Bairéad,FALSE,IND,3,running,1,22607,480,0,480,1819
,Eyre Square,1,aj cahill,A.J. Cahill,FALSE,IPP,14,running,1,22607,480,0,480,1819
,Eyre Square,1,mike cubbard,Mike Cubbard,FALSE,IND,49,running,1,22607,480,0,480,1819
,Eyre Square,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,480,0,480,1819
,Eyre Square,1,sheila garrity,Sheila Garrity,FALSE,IND,29,running,1,22607,480,0,480,1819
,Eyre Square,1,cillian keane,Cillian Keane,FALSE,FF,33,running,1,22607,480,0,480,1819
,Eyre Square,1,sean kyne,Seán Kyne,FALSE,FG,43,running,1,22607,480,0,480,1819
,Eyre Square,1,mark lohan,Mark Lohan,FALSE,SF,47,running,1,22607,480,0,480,1819
,Eyre Square,1,niall murphy,Niall Murphy,FALSE,GP,13,running,1,22607,480,0,480,1819
,Eyre Square,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,63,running,1,22607,480,0,480,1819
,Eyre Square,1,orla nugent,Orla Nugent,FALSE,AON,13,running,1,22607,480,0,480,1819
,Eyre Square,1,helen ogbu,Helen Ogbu,FALSE,LAB,83,running,1,22607,480,0,480,1819
,Eyre Square,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,480,0,480,1819
,Eyre Square,1,denman rooke,Denman Rooke,FALSE,PBPS,24,running,1,22607,480,0,480,1819
,Eyre Square,1,michael ryan,Michael Ryan,FALSE,IND,3,running,1,22607,480,0,480,1819
,Eyre Square,1,noel thomas,Noel Thomas,FALSE,INDIRL,47,running,1,22607,480,0,480,1819
,Eyre Square,1,thomas welby,Thomas Welby,FALSE,IND,16,running,1,22607,480,0,480,1819
TRUE,Galway Rural,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,297,0,297,622
,Galway Rural,1,aj cahill,A.J. Cahill,FALSE,IPP,3,running,1,22607,297,0,297,622
,Galway Rural,1,mike cubbard,Mike Cubbard,FALSE,IND,7,running,1,22607,297,0,297,622
,Galway Rural,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,297,0,297,622
,Galway Rural,1,sheila garrity,Sheila Garrity,FALSE,IND,7,running,1,22607,297,0,297,622
,Galway Rural,1,cillian keane,Cillian Keane,FALSE,FF,12,running,1,22607,297,0,297,622
,Galway Rural,1,sean kyne,Seán Kyne,FALSE,FG,118,running,1,22607,297,0,297,622
,Galway Rural,1,mark lohan,Mark Lohan,FALSE,SF,5,running,1,22607,297,0,297,622
,Galway Rural,1,niall murphy,Niall Murphy,FALSE,GP,5,running,1,22607,297,0,297,622
,Galway Rural,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,18,running,1,22607,297,0,297,622
,Galway Rural,1,orla nugent,Orla Nugent,FALSE,AON,4,running,1,22607,297,0,297,622
,Galway Rural,1,helen ogbu,Helen Ogbu,FALSE,LAB,20,running,1,22607,297,0,297,622
,Galway Rural,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,297,0,297,622
,Galway Rural,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,297,0,297,622
,Galway Rural,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,297,0,297,622
,Galway Rural,1,noel thomas,Noel Thomas,FALSE,INDIRL,66,running,1,22607,297,0,297,622
,Galway Rural,1,thomas welby,Thomas Welby,FALSE,IND,31,running,1,22607,297,0,297,622
TRUE,Garmna,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,613,0,613,1370
,Garmna,1,aj cahill,A.J. Cahill,FALSE,IPP,6,running,1,22607,613,0,613,1370
,Garmna,1,mike cubbard,Mike Cubbard,FALSE,IND,1,running,1,22607,613,0,613,1370
,Garmna,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,613,0,613,1370
,Garmna,1,sheila garrity,Sheila Garrity,FALSE,IND,2,running,1,22607,613,0,613,1370
,Garmna,1,cillian keane,Cillian Keane,FALSE,FF,23,running,1,22607,613,0,613,1370
,Garmna,1,sean kyne,Seán Kyne,FALSE,FG,109,running,1,22607,613,0,613,1370
,Garmna,1,mark lohan,Mark Lohan,FALSE,SF,29,running,1,22607,613,0,613,1370
,Garmna,1,niall murphy,Niall Murphy,FALSE,GP,0,running,1,22607,613,0,613,1370
,Garmna,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,107,running,1,22607,613,0,613,1370
,Garmna,1,orla nugent,Orla Nugent,FALSE,AON,11,running,1,22607,613,0,613,1370
,Garmna,1,helen ogbu,Helen Ogbu,FALSE,LAB,2,running,1,22607,613,0,613,1370
,Garmna,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,613,0,613,1370
,Garmna,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,613,0,613,1370
,Garmna,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,613,0,613,1370
,Garmna,1,noel thomas,Noel Thomas,FALSE,INDIRL,311,running,1,22607,613,0,613,1370
,Garmna,1,thomas welby,Thomas Welby,FALSE,IND,11,running,1,22607,613,0,613,1370
TRUE,Inishbofin,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,35,0,35,188
,Inishbofin,1,aj cahill,A.J. Cahill,FALSE,IPP,1,running,1,22607,35,0,35,188
,Inishbofin,1,mike cubbard,Mike Cubbard,FALSE,IND,1,running,1,22607,35,0,35,188
,Inishbofin,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,35,0,35,188
,Inishbofin,1,sheila garrity,Sheila Garrity,FALSE,IND,4,running,1,22607,35,0,35,188
,Inishbofin,1,cillian keane,Cillian Keane,FALSE,FF,2,running,1,22607,35,0,35,188
,Inishbofin,1,sean kyne,Seán Kyne,FALSE,FG,6,running,1,22607,35,0,35,188
,Inishbofin,1,mark lohan,Mark Lohan,FALSE,SF,5,running,1,22607,35,0,35,188
,Inishbofin,1,niall murphy,Niall Murphy,FALSE,GP,0,running,1,22607,35,0,35,188
,Inishbofin,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,1,running,1,22607,35,0,35,188
,Inishbofin,1,orla nugent,Orla Nugent,FALSE,AON,0,running,1,22607,35,0,35,188
,Inishbofin,1,helen ogbu,Helen Ogbu,FALSE,LAB,4,running,1,22607,35,0,35,188
,Inishbofin,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,35,0,35,188
,Inishbofin,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,35,0,35,188
,Inishbofin,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,35,0,35,188
,Inishbofin,1,noel thomas,Noel Thomas,FALSE,INDIRL,6,running,1,22607,35,0,35,188
,Inishbofin,1,thomas welby,Thomas Welby,FALSE,IND,4,running,1,22607,35,0,35,188
TRUE,Knocknacarragh,1,neill bairead,Néill Bairéad,FALSE,IND,5,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,aj cahill,A.J. Cahill,FALSE,IPP,71,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,mike cubbard,Mike Cubbard,FALSE,IND,128,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,patrick feeney,Patrick Feeney,FALSE,IND,1,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,sheila garrity,Sheila Garrity,FALSE,IND,124,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,cillian keane,Cillian Keane,FALSE,FF,116,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,sean kyne,Seán Kyne,FALSE,FG,482,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,mark lohan,Mark Lohan,FALSE,SF,114,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,niall murphy,Niall Murphy,FALSE,GP,132,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,189,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,orla nugent,Orla Nugent,FALSE,AON,67,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,helen ogbu,Helen Ogbu,FALSE,LAB,378,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,john oleary,John O'Leary,FALSE,IND,1,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,denman rooke,Denman Rooke,FALSE,PBPS,24,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,michael ryan,Michael Ryan,FALSE,IND,7,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,noel thomas,Noel Thomas,FALSE,INDIRL,204,running,1,22607,2091,0,2091,4973
,Knocknacarragh,1,thomas welby,Thomas Welby,FALSE,IND,48,running,1,22607,2091,0,2091,4973
TRUE,Leacach Beag,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,442,0,442,984
,Leacach Beag,1,aj cahill,A.J. Cahill,FALSE,IPP,4,running,1,22607,442,0,442,984
,Leacach Beag,1,mike cubbard,Mike Cubbard,FALSE,IND,32,running,1,22607,442,0,442,984
,Leacach Beag,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,442,0,442,984
,Leacach Beag,1,sheila garrity,Sheila Garrity,FALSE,IND,7,running,1,22607,442,0,442,984
,Leacach Beag,1,cillian keane,Cillian Keane,FALSE,FF,59,running,1,22607,442,0,442,984
,Leacach Beag,1,sean kyne,Seán Kyne,FALSE,FG,125,running,1,22607,442,0,442,984
,Leacach Beag,1,mark lohan,Mark Lohan,FALSE,SF,23,running,1,22607,442,0,442,984
,Leacach Beag,1,niall murphy,Niall Murphy,FALSE,GP,2,running,1,22607,442,0,442,984
,Leacach Beag,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,18,running,1,22607,442,0,442,984
,Leacach Beag,1,orla nugent,Orla Nugent,FALSE,AON,12,running,1,22607,442,0,442,984
,Leacach Beag,1,helen ogbu,Helen Ogbu,FALSE,LAB,48,running,1,22607,442,0,442,984
,Leacach Beag,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,442,0,442,984
,Leacach Beag,1,denman rooke,Denman Rooke,FALSE,PBPS,4,running,1,22607,442,0,442,984
,Leacach Beag,1,michael ryan,Michael Ryan,FALSE,IND,1,running,1,22607,442,0,442,984
,Leacach Beag,1,noel thomas,Noel Thomas,FALSE,INDIRL,91,running,1,22607,442,0,442,984
,Leacach Beag,1,thomas welby,Thomas Welby,FALSE,IND,16,running,1,22607,442,0,442,984
TRUE,Leitir Breacáin,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,83,0,83,143
,Leitir Breacáin,1,aj cahill,A.J. Cahill,FALSE,IPP,0,running,1,22607,83,0,83,143
,Leitir Breacáin,1,mike cubbard,Mike Cubbard,FALSE,IND,0,running,1,22607,83,0,83,143
,Leitir Breacáin,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,83,0,83,143
,Leitir Breacáin,1,sheila garrity,Sheila Garrity,FALSE,IND,0,running,1,22607,83,0,83,143
,Leitir Breacáin,1,cillian keane,Cillian Keane,FALSE,FF,7,running,1,22607,83,0,83,143
,Leitir Breacáin,1,sean kyne,Seán Kyne,FALSE,FG,11,running,1,22607,83,0,83,143
,Leitir Breacáin,1,mark lohan,Mark Lohan,FALSE,SF,7,running,1,22607,83,0,83,143
,Leitir Breacáin,1,niall murphy,Niall Murphy,FALSE,GP,0,running,1,22607,83,0,83,143
,Leitir Breacáin,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,1,running,1,22607,83,0,83,143
,Leitir Breacáin,1,orla nugent,Orla Nugent,FALSE,AON,3,running,1,22607,83,0,83,143
,Leitir Breacáin,1,helen ogbu,Helen Ogbu,FALSE,LAB,1,running,1,22607,83,0,83,143
,Leitir Breacáin,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,83,0,83,143
,Leitir Breacáin,1,denman rooke,Denman Rooke,FALSE,PBPS,0,running,1,22607,83,0,83,143
,Leitir Breacáin,1,michael ryan,Michael Ryan,FALSE,IND,1,running,1,22607,83,0,83,143
,Leitir Breacáin,1,noel thomas,Noel Thomas,FALSE,INDIRL,31,running,1,22607,83,0,83,143
,Leitir Breacáin,1,thomas welby,Thomas Welby,FALSE,IND,21,running,1,22607,83,0,83,143
TRUE,Leitir Mór,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,439,0,439,1158
,Leitir Mór,1,aj cahill,A.J. Cahill,FALSE,IPP,2,running,1,22607,439,0,439,1158
,Leitir Mór,1,mike cubbard,Mike Cubbard,FALSE,IND,4,running,1,22607,439,0,439,1158
,Leitir Mór,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,439,0,439,1158
,Leitir Mór,1,sheila garrity,Sheila Garrity,FALSE,IND,0,running,1,22607,439,0,439,1158
,Leitir Mór,1,cillian keane,Cillian Keane,FALSE,FF,6,running,1,22607,439,0,439,1158
,Leitir Mór,1,sean kyne,Seán Kyne,FALSE,FG,96,running,1,22607,439,0,439,1158
,Leitir Mór,1,mark lohan,Mark Lohan,FALSE,SF,42,running,1,22607,439,0,439,1158
,Leitir Mór,1,niall murphy,Niall Murphy,FALSE,GP,2,running,1,22607,439,0,439,1158
