constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Galway West,1,neill bairead,Néill Bairéad,FALSE,IND,112,eliminated,1,23947,48176,47893,283,109464
Galway West,1,aj cahill,A.J. Cahill,FALSE,IPP,890,running,1,23947,48176,47893,283,109464
Galway West,1,mike cubbard,Mike Cubbard,FALSE,IND,3396,running,1,23947,48176,47893,283,109464
Galway West,1,patrick feeney,Patrick Feeney,FALSE,IND,39,eliminated,1,23947,48176,47893,283,109464
Galway West,1,sheila garrity,Sheila Garrity,FALSE,IND,1421,running,1,23947,48176,47893,283,109464
Galway West,1,cillian keane,Cillian Keane,FALSE,FF,4192,running,1,23947,48176,47893,283,109464
Galway West,1,sean kyne,Seán Kyne,FALSE,FG,9647,running,1,23947,48176,47893,283,109464
Galway West,1,mark lohan,Mark Lohan,FALSE,SF,3208,running,1,23947,48176,47893,283,109464
Galway West,1,niall murphy,Niall Murphy,FALSE,GP,1199,running,1,23947,48176,47893,283,109464
Galway West,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,3354,running,1,23947,48176,47893,283,109464
Galway West,1,orla nugent,Orla Nugent,FALSE,AON,1167,running,1,23947,48176,47893,283,109464
Galway West,1,helen ogbu,Helen Ogbu,FALSE,LAB,5462,running,1,23947,48176,47893,283,109464
Galway West,1,john oleary,John O'Leary,FALSE,IND,13,eliminated,1,23947,48176,47893,283,109464
Galway West,1,denman rooke,Denman Rooke,FALSE,PBPS,540,eliminated,1,23947,48176,47893,283,109464
Galway West,1,michael ryan,Michael Ryan,FALSE,IND,108,eliminated,1,23947,48176,47893,283,109464
Galway West,1,noel thomas,Noel Thomas,FALSE,INDIRL,10007,running,1,23947,48176,47893,283,109464
Galway West,1,thomas welby,Thomas Welby,FALSE,IND,3138,running,1,23947,48176,47893,283,109464
Galway West,2,neill bairead,Néill Bairéad,FALSE,IND,,eliminated,1,23947,48176,47893,283,109464
Galway West,2,aj cahill,A.J. Cahill,FALSE,IPP,949,eliminated,1,23947,48176,47893,283,109464
