constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Belfast East,1,naomi long,Naomi Long,TRUE,AP,"7,610",elected,5,6727,40828,40357,471,64788
Belfast East,1,joanne bunting,Joanne Bunting,TRUE,DUP,"6,007",running,5,6727,40828,40357,471,64788
Belfast East,1,andy allen,Andy Allen,TRUE,UUP,"5,275",running,5,6727,40828,40357,471,64788
Belfast East,1,chris lyttle,Chris Lyttle,TRUE,AP,"5,059",running,5,6727,40828,40357,471,64788
Belfast East,1,robin newton,Robin Newton,TRUE,DUP,"4,729",running,5,6727,40828,40357,471,64788
Belfast East,1,david douglas,David Douglas,FALSE,DUP,"4,431",running,5,6727,40828,40357,471,64788
Belfast East,1,john kyle,John Kyle,FALSE,PUP,"2,658",running,5,6727,40828,40357,471,64788
Belfast East,1,georgina milne,Georgina Milne,FALSE,GP,"1,447",running,5,6727,40828,40357,471,64788
Belfast East,1,mairead odonnell,Mairéad O'Donnell,FALSE,SF,"1,173",running,5,6727,40828,40357,471,64788
Belfast East,1,andrew girvin,Andrew Girvin,FALSE,TUV,917,running,5,6727,40828,40357,471,64788
Belfast East,1,courtney robinson,Courtney Robinson,FALSE,CCLA,442,running,5,6727,40828,40357,471,64788
Belfast East,1,sheila bodel,Sheila Bodel,FALSE,CON,275,running,5,6727,40828,40357,471,64788
Belfast East,1,seamas de aoite,Séamas de Faoite,FALSE,SDLP,250,running,5,6727,40828,40357,471,64788
Belfast East,1,jordy mckeag,Jordy McKeag,FALSE,IND,84,running,5,6727,40828,40357,471,64788
Belfast East,2,naomi long,Naomi Long,TRUE,AP,,elected,5,6727,40828,40357,471,64788
Belfast East,2,joanne bunting,Joanne Bunting,TRUE,DUP,"6,016.02",running,5,6727,40828,40357,471,64788
Belfast East,2,andy allen,Andy Allen,TRUE,UUP,"5,313.17",running,5,6727,40828,40357,471,64788
Belfast East,2,chris lyttle,Chris Lyttle,TRUE,AP,"5,760.03",running,5,6727,40828,40357,471,64788
Belfast East,2,robin newton,Robin Newton,TRUE,DUP,"4,734.50",running,5,6727,40828,40357,471,64788
Belfast East,2,david douglas,David Douglas,FALSE,DUP,"4,435.18",running,5,6727,40828,40357,471,64788
Belfast East,2,john kyle,John Kyle,FALSE,PUP,"2,673.29",running,5,6727,40828,40357,471,64788
Belfast East,2,georgina milne,Georgina Milne,FALSE,GP,"1,474.06",running,5,6727,40828,40357,471,64788
