constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate,auto_return_candidate,auto_return_party,auto_return_reason
Carlow-Kilkenny,1,john mcguinness,John McGuinness,TRUE,FF,"10,528",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,bobby aylward,Bobby Aylward,TRUE,FF,"9,366",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,kathleen funchion,Kathleen Funchion,FALSE,SF,"8,700",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"8,373",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,john paul phelan,John Paul Phelan,TRUE,FG,"7,568",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,pat deerin,Pat Deerin,TRUE,FG,"6,562",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,david fitzgerald,David Fitzgerald,FALSE,FG,"5,017",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,ann phelan,Ann Phelan,TRUE,LAB,"4,391",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,malcolm noonan,Malcolm Noonan,FALSE,GP,"2,621",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,patrick mckee,Patrick McKee,FALSE,REN,"2,483",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,"1,582",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,conor macliam,Conor MacLiam,FALSE,AAA-PBP,"1,120",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,paddy manning,Paddy Manning,FALSE,IND,"1,078",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,keith gilligan,Keith Gilligan,FALSE,IND,456,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,1,noelg walsh,Noel G. Walsh,FALSE,IND,164,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,john mcguinness,John McGuinness,TRUE,FF,"10,545",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,bobby aylward,Bobby Aylward,TRUE,FF,"9,375",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,kathleen funchion,Kathleen Funchion,FALSE,SF,"8,838",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"8,436",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,john paul phelan,John Paul Phelan,TRUE,FG,"7,577",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,pat deerin,Pat Deerin,TRUE,FG,"6,580",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,david fitzgerald,David Fitzgerald,FALSE,FG,"5,021",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,ann phelan,Ann Phelan,TRUE,LAB,"4,396",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,malcolm noonan,Malcolm Noonan,FALSE,GP,"2,655",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,patrick mckee,Patrick McKee,FALSE,REN,"2,511",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,"1,728",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,conor macliam,Conor MacLiam,FALSE,AAA-PBP,"1,179",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,paddy manning,Paddy Manning,FALSE,IND,"1,142",eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,keith gilligan,Keith Gilligan,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,2,noelg walsh,Noel G. Walsh,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,john mcguinness,John McGuinness,TRUE,FF,"10,823",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,bobby aylward,Bobby Aylward,TRUE,FF,"9,469",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,kathleen funchion,Kathleen Funchion,FALSE,SF,"8,891",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"8,502",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,john paul phelan,John Paul Phelan,TRUE,FG,"7,689",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,pat deerin,Pat Deerin,TRUE,FG,"6,606",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,david fitzgerald,David Fitzgerald,FALSE,FG,"5,094",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,ann phelan,Ann Phelan,TRUE,LAB,"4,442",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,malcolm noonan,Malcolm Noonan,FALSE,GP,"2,717",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,patrick mckee,Patrick McKee,FALSE,REN,"2,656",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,"1,769",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,conor macliam,Conor MacLiam,FALSE,AAA-PBP,"1,231",eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,paddy manning,Paddy Manning,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,keith gilligan,Keith Gilligan,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,3,noelg walsh,Noel G. Walsh,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,john mcguinness,John McGuinness,TRUE,FF,"10,886",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,bobby aylward,Bobby Aylward,TRUE,FF,"9,491",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,kathleen funchion,Kathleen Funchion,FALSE,SF,"9,094",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"8,540",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,john paul phelan,John Paul Phelan,TRUE,FG,"7,713",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,pat deerin,Pat Deerin,TRUE,FG,"6,623",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,david fitzgerald,David Fitzgerald,FALSE,FG,"5,106",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,ann phelan,Ann Phelan,TRUE,LAB,"4,465",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,malcolm noonan,Malcolm Noonan,FALSE,GP,"2,816",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,patrick mckee,Patrick McKee,FALSE,REN,"2,752",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,"2,342",eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,conor macliam,Conor MacLiam,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,paddy manning,Paddy Manning,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,keith gilligan,Keith Gilligan,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,4,noelg walsh,Noel G. Walsh,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,john mcguinness,John McGuinness,TRUE,FF,"10,965",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,bobby aylward,Bobby Aylward,TRUE,FF,"9,549",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,kathleen funchion,Kathleen Funchion,FALSE,SF,"9,856",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"8,745",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,john paul phelan,John Paul Phelan,TRUE,FG,"7,768",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,pat deerin,Pat Deerin,TRUE,FG,"6,693",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,david fitzgerald,David Fitzgerald,FALSE,FG,"5,122",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,ann phelan,Ann Phelan,TRUE,LAB,"4,548",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,malcolm noonan,Malcolm Noonan,FALSE,GP,"3,208",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,patrick mckee,Patrick McKee,FALSE,REN,"3,005",eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,conor macliam,Conor MacLiam,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,paddy manning,Paddy Manning,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,keith gilligan,Keith Gilligan,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,5,noelg walsh,Noel G. Walsh,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,john mcguinness,John McGuinness,TRUE,FF,"11,490",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,bobby aylward,Bobby Aylward,TRUE,FF,"9,803",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,kathleen funchion,Kathleen Funchion,FALSE,SF,"10,228",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"8,919",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,john paul phelan,John Paul Phelan,TRUE,FG,"8,080",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,pat deerin,Pat Deerin,TRUE,FG,"6,829",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,david fitzgerald,David Fitzgerald,FALSE,FG,"5,355",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,ann phelan,Ann Phelan,TRUE,LAB,"4,740",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,malcolm noonan,Malcolm Noonan,FALSE,GP,"3,660",eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,patrick mckee,Patrick McKee,FALSE,REN,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,conor macliam,Conor MacLiam,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,paddy manning,Paddy Manning,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,keith gilligan,Keith Gilligan,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,6,noelg walsh,Noel G. Walsh,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,john mcguinness,John McGuinness,TRUE,FF,"11,903",elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,bobby aylward,Bobby Aylward,TRUE,FF,"9,956",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,kathleen funchion,Kathleen Funchion,FALSE,SF,"10,934",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"9,023",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,john paul phelan,John Paul Phelan,TRUE,FG,"8,420",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,pat deerin,Pat Deerin,TRUE,FG,"6,937",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,david fitzgerald,David Fitzgerald,FALSE,FG,"5,686",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,ann phelan,Ann Phelan,TRUE,LAB,"5,566",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,malcolm noonan,Malcolm Noonan,FALSE,GP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,patrick mckee,Patrick McKee,FALSE,REN,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,conor macliam,Conor MacLiam,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,paddy manning,Paddy Manning,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,keith gilligan,Keith Gilligan,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,7,noelg walsh,Noel G. Walsh,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,john mcguinness,John McGuinness,TRUE,FF,,elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,bobby aylward,Bobby Aylward,TRUE,FF,"10,030",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,kathleen funchion,Kathleen Funchion,FALSE,SF,"10,970",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"9,049",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,john paul phelan,John Paul Phelan,TRUE,FG,"8,450",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,pat deerin,Pat Deerin,TRUE,FG,"6,940",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,david fitzgerald,David Fitzgerald,FALSE,FG,"5,721",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,ann phelan,Ann Phelan,TRUE,LAB,"5,596",eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,malcolm noonan,Malcolm Noonan,FALSE,GP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,patrick mckee,Patrick McKee,FALSE,REN,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,conor macliam,Conor MacLiam,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,paddy manning,Paddy Manning,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,keith gilligan,Keith Gilligan,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,8,noelg walsh,Noel G. Walsh,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,john mcguinness,John McGuinness,TRUE,FF,,elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,bobby aylward,Bobby Aylward,TRUE,FF,"10,634",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,kathleen funchion,Kathleen Funchion,FALSE,SF,"11,516",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"9,371",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,john paul phelan,John Paul Phelan,TRUE,FG,"10,222",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,pat deerin,Pat Deerin,TRUE,FG,"7,675",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,david fitzgerald,David Fitzgerald,FALSE,FG,"6,588",eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,ann phelan,Ann Phelan,TRUE,LAB,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,malcolm noonan,Malcolm Noonan,FALSE,GP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,patrick mckee,Patrick McKee,FALSE,REN,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,conor macliam,Conor MacLiam,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,paddy manning,Paddy Manning,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,keith gilligan,Keith Gilligan,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,9,noelg walsh,Noel G. Walsh,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,john mcguinness,John McGuinness,TRUE,FF,,elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,bobby aylward,Bobby Aylward,TRUE,FF,"11,077",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,kathleen funchion,Kathleen Funchion,FALSE,SF,"11,720",elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"9,459",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,john paul phelan,John Paul Phelan,TRUE,FG,"14,200",elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,pat deerin,Pat Deerin,TRUE,FG,"8,935",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,david fitzgerald,David Fitzgerald,FALSE,FG,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,ann phelan,Ann Phelan,TRUE,LAB,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,malcolm noonan,Malcolm Noonan,FALSE,GP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,patrick mckee,Patrick McKee,FALSE,REN,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,conor macliam,Conor MacLiam,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,paddy manning,Paddy Manning,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,keith gilligan,Keith Gilligan,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,10,noelg walsh,Noel G. Walsh,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,john mcguinness,John McGuinness,TRUE,FF,,elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,bobby aylward,Bobby Aylward,TRUE,FF,"11,335",elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,kathleen funchion,Kathleen Funchion,FALSE,SF,"11,720",elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,jennifer murnane oconnor,Jennifer Murnane O'Connor,FALSE,FF,"9,518",running,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,john paul phelan,John Paul Phelan,TRUE,FG,,elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,pat deerin,Pat Deerin,TRUE,FG,"11,149",elected,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,david fitzgerald,David Fitzgerald,FALSE,FG,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,ann phelan,Ann Phelan,TRUE,LAB,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,malcolm noonan,Malcolm Noonan,FALSE,GP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,patrick mckee,Patrick McKee,FALSE,REN,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,adrienne wallace,Adrienne Wallace,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,conor macliam,Conor MacLiam,FALSE,AAA-PBP,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,paddy manning,Paddy Manning,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,keith gilligan,Keith Gilligan,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Carlow-Kilkenny,11,noelg walsh,Noel G. Walsh,FALSE,IND,,eliminated,5,11669,70514,70009,505,107023,NONE,NONE,NONE
Cavan-Monaghan,1,heather humphreys,Heather Humphreys,TRUE,FG,"12,391",elected,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,caoimhghin ocaolain,Caoimhghín Ó Caoláin,TRUE,SF,"10,060",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,brendan smith,Brendan Smith,TRUE,FF,"8,775",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,joe oreilly,Joe O'Reilly,TRUE,FG,"6,566",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,niamh smyth,Niamh Smyth,FALSE,FF,"6,268",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,kathryn reilly,Kathryn Reilly,FALSE,SF,"6,066",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,mike durkan,Mike Durkan,FALSE,FF,"2,909",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,mary smyth,Mary Smyth,FALSE,IND,"1,589",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,sean conlan,Seán Conlan,TRUE,IND,"1,665",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,micheal callaghan,Mícheál Callaghan,FALSE,GP,"1,251",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,john wilson,John Wilson,FALSE,IND,"1,023",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,mick mcdermott,Mick McDermott,FALSE,IND,475,running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,aoife oconnell,Aoife O'Connell,FALSE,IND,279,running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,emmett smith,Emmett Smith,FALSE,IND,245,running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,1,jimmy mee,Jimmy Mee,FALSE,IND,88,running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,2,heather humphreys,Heather Humphreys,TRUE,FG,,elected,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,2,caoimhghin ocaolain,Caoimhghín Ó Caoláin,TRUE,SF,"10,104",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,2,brendan smith,Brendan Smith,TRUE,FF,"8,802",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,2,joe oreilly,Joe O'Reilly,TRUE,FG,"6,846",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,2,niamh smyth,Niamh Smyth,FALSE,FF,"6,296",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,2,kathryn reilly,Kathryn Reilly,FALSE,SF,"6,073",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,2,mike durkan,Mike Durkan,FALSE,FF,"2,927",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
Cavan-Monaghan,2,mary smyth,Mary Smyth,FALSE,IND,"1,600",running,4,11931,60248,59650,598,90618,NONE,NONE,NONE
