constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate,auto_return_candidate,auto_return_party,auto_return_reason
Dublin Bay North,14,cian ocallaghan,Cian O'Callaghan,FALSE,SD,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,micheal macdonncha,Mícheál Mac Donncha,FALSE,SF,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,deirdre heney,Deirdre Heney,FALSE,FF,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,terence flanagan,Terence Flanagan,TRUE,REN,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,naoise omuiri,Naoise Ó Muirí,FALSE,FG,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,michael obrien,Michael O'Brien,FALSE,AAA-PBP,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,stephanie regan,Stephanie Regan,FALSE,FG,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,damien oneill,Damien O'Neill,FALSE,IND,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,donna cooney,Donna Cooney,FALSE,GP,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,jimmy guerin,Jimmy Guerin,FALSE,IND,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,paul clarke,Paul Clarke,FALSE,IND,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,14,proinsias oconarain,Proinsias Ó Conaráin,FALSE,IND,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,richard bruton,Richard Bruton,TRUE,FG,,elected,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,sean haughey,Seán Haughey,FALSE,FF,"12,754",elected,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,finian mcgrath,Finian McGrath,TRUE,IND,"11,191",elected,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,aodhan oriordain,Aodhán Ó Ríordáin,TRUE,LAB,"10,329",running,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,tommy broughan,Tommy Broughan,TRUE,I4C,"11,565",elected,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,denise mitchell,Denise Mitchell,FALSE,SF,"11,348",elected,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,averil power,Averil Power,FALSE,IND,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,john lyons,John Lyons,FALSE,AAA-PBP,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,cian ocallaghan,Cian O'Callaghan,FALSE,SD,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,micheal macdonncha,Mícheál Mac Donncha,FALSE,SF,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,deirdre heney,Deirdre Heney,FALSE,FF,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,terence flanagan,Terence Flanagan,TRUE,REN,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,naoise omuiri,Naoise Ó Muirí,FALSE,FG,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,michael obrien,Michael O'Brien,FALSE,AAA-PBP,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,stephanie regan,Stephanie Regan,FALSE,FG,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,damien oneill,Damien O'Neill,FALSE,IND,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,donna cooney,Donna Cooney,FALSE,GP,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,jimmy guerin,Jimmy Guerin,FALSE,IND,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,paul clarke,Paul Clarke,FALSE,IND,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay North,15,proinsias oconarain,Proinsias Ó Conaráin,FALSE,IND,,eliminated,5,12271,74334,73625,709,109516,NONE,NONE,NONE
Dublin Bay South,1,eoghan murphy,Eoghan Murphy,TRUE,FG,"6,567",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,kate oconnell,Kate O'Connell,FALSE,FG,"5,399",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,jim ocallaghan,Jim O'Callaghan,FALSE,FF,"4,575",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,eamon ryan,Eamon Ryan,FALSE,GP,"4,529",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,lucinda creighton,Lucinda Creighton,TRUE,REN,"4,229",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,kevin humphreys,Kevin Humphreys,TRUE,LAB,"4,205",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,chris andrews,Chris Andrews,FALSE,SF,"3,774",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,glenna lynch,Glenna Lynch,FALSE,SD,"2,652",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,annette mooney,Annette Mooney,FALSE,AAA-PBP,"1,728",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,mannix flynn,Mannix Flynn,FALSE,IND,"1,525",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,alan macstiofain,Alan MacStiofain,FALSE,IND,235,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,eoin tierney,Eoin Tierney,FALSE,IND,151,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,william dj gorman,William DJ Gorman,FALSE,IND,97,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,1,john keigher,John Keigher,FALSE,IND,37,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,eoghan murphy,Eoghan Murphy,TRUE,FG,"6,595",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,kate oconnell,Kate O'Connell,FALSE,FG,"5,416",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,jim ocallaghan,Jim O'Callaghan,FALSE,FF,"4,596",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,eamon ryan,Eamon Ryan,FALSE,GP,"4,631",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,lucinda creighton,Lucinda Creighton,TRUE,REN,"4,252",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,kevin humphreys,Kevin Humphreys,TRUE,LAB,"4,227",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,chris andrews,Chris Andrews,FALSE,SF,"3,796",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,glenna lynch,Glenna Lynch,FALSE,SD,"2,694",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,annette mooney,Annette Mooney,FALSE,AAA-PBP,"1,819",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,mannix flynn,Mannix Flynn,FALSE,IND,"1,648",eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,alan macstiofain,Alan MacStiofain,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,eoin tierney,Eoin Tierney,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,william dj gorman,William DJ Gorman,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,2,john keigher,John Keigher,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,eoghan murphy,Eoghan Murphy,TRUE,FG,"6,661",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,kate oconnell,Kate O'Connell,FALSE,FG,"5,483",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,jim ocallaghan,Jim O'Callaghan,FALSE,FF,"4,674",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,eamon ryan,Eamon Ryan,FALSE,GP,"4,929",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,lucinda creighton,Lucinda Creighton,TRUE,REN,"4,385",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,kevin humphreys,Kevin Humphreys,TRUE,LAB,"4,378",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,chris andrews,Chris Andrews,FALSE,SF,"3,957",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,glenna lynch,Glenna Lynch,FALSE,SD,"2,949",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,annette mooney,Annette Mooney,FALSE,AAA-PBP,"2,149",eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,mannix flynn,Mannix Flynn,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,alan macstiofain,Alan MacStiofain,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,eoin tierney,Eoin Tierney,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,william dj gorman,William DJ Gorman,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,3,john keigher,John Keigher,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,eoghan murphy,Eoghan Murphy,TRUE,FG,"6,693",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,kate oconnell,Kate O'Connell,FALSE,FG,"5,527",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,jim ocallaghan,Jim O'Callaghan,FALSE,FF,"4,744",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,eamon ryan,Eamon Ryan,FALSE,GP,"5,277",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,lucinda creighton,Lucinda Creighton,TRUE,REN,"4,545",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,kevin humphreys,Kevin Humphreys,TRUE,LAB,"4,480",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,chris andrews,Chris Andrews,FALSE,SF,"4,511",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,glenna lynch,Glenna Lynch,FALSE,SD,"3,527",eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,annette mooney,Annette Mooney,FALSE,AAA-PBP,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,mannix flynn,Mannix Flynn,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,alan macstiofain,Alan MacStiofain,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,eoin tierney,Eoin Tierney,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,william dj gorman,William DJ Gorman,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,4,john keigher,John Keigher,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,eoghan murphy,Eoghan Murphy,TRUE,FG,"6,873",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,kate oconnell,Kate O'Connell,FALSE,FG,"5,773",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,jim ocallaghan,Jim O'Callaghan,FALSE,FF,"4,949",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,eamon ryan,Eamon Ryan,FALSE,GP,"6,605",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,lucinda creighton,Lucinda Creighton,TRUE,REN,"4,820",eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,kevin humphreys,Kevin Humphreys,TRUE,LAB,"4,992",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,chris andrews,Chris Andrews,FALSE,SF,"4,888",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,glenna lynch,Glenna Lynch,FALSE,SD,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,annette mooney,Annette Mooney,FALSE,AAA-PBP,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,mannix flynn,Mannix Flynn,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,alan macstiofain,Alan MacStiofain,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,eoin tierney,Eoin Tierney,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,william dj gorman,William DJ Gorman,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,5,john keigher,John Keigher,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,eoghan murphy,Eoghan Murphy,TRUE,FG,"7,860",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,kate oconnell,Kate O'Connell,FALSE,FG,"6,324",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,jim ocallaghan,Jim O'Callaghan,FALSE,FF,"5,989",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,eamon ryan,Eamon Ryan,FALSE,GP,"7,560",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,lucinda creighton,Lucinda Creighton,TRUE,REN,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,kevin humphreys,Kevin Humphreys,TRUE,LAB,"5,391",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,chris andrews,Chris Andrews,FALSE,SF,"5,197",eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,glenna lynch,Glenna Lynch,FALSE,SD,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,annette mooney,Annette Mooney,FALSE,AAA-PBP,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,mannix flynn,Mannix Flynn,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,alan macstiofain,Alan MacStiofain,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,eoin tierney,Eoin Tierney,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,william dj gorman,William DJ Gorman,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,6,john keigher,John Keigher,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,eoghan murphy,Eoghan Murphy,TRUE,FG,"8,023",elected,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,kate oconnell,Kate O'Connell,FALSE,FG,"6,446",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,jim ocallaghan,Jim O'Callaghan,FALSE,FF,"6,678",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,eamon ryan,Eamon Ryan,FALSE,GP,"8,788",elected,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,lucinda creighton,Lucinda Creighton,TRUE,REN,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,kevin humphreys,Kevin Humphreys,TRUE,LAB,"5,973",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,chris andrews,Chris Andrews,FALSE,SF,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,glenna lynch,Glenna Lynch,FALSE,SD,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,annette mooney,Annette Mooney,FALSE,AAA-PBP,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,mannix flynn,Mannix Flynn,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,alan macstiofain,Alan MacStiofain,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,eoin tierney,Eoin Tierney,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,william dj gorman,William DJ Gorman,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,7,john keigher,John Keigher,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,eoghan murphy,Eoghan Murphy,TRUE,FG,"8,023",elected,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,kate oconnell,Kate O'Connell,FALSE,FG,"6,547",elected,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,jim ocallaghan,Jim O'Callaghan,FALSE,FF,"6,921",elected,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,eamon ryan,Eamon Ryan,FALSE,GP,,elected,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,lucinda creighton,Lucinda Creighton,TRUE,REN,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,kevin humphreys,Kevin Humphreys,TRUE,LAB,"6,221",running,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,chris andrews,Chris Andrews,FALSE,SF,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,glenna lynch,Glenna Lynch,FALSE,SD,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,annette mooney,Annette Mooney,FALSE,AAA-PBP,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,mannix flynn,Mannix Flynn,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,alan macstiofain,Alan MacStiofain,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,eoin tierney,Eoin Tierney,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,william dj gorman,William DJ Gorman,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Bay South,8,john keigher,John Keigher,FALSE,IND,,eliminated,4,7941,40016,39703,313,74326,NONE,NONE,NONE
Dublin Central,1,marylou mcdonald,Mary Lou McDonald,TRUE,SF,"5,770",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,paschal donohoe,Paschal Donohoe,TRUE,FG,"3,226",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,mary fitzpatrick,Mary Fitzpatrick,FALSE,FF,"2,508",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,christy burke,Christy Burke,FALSE,IND,"2,406",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,gary gannon,Gary Gannon,FALSE,SD,"2,307",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,joe costello,Joe Costello,TRUE,LAB,"2,092",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,maureen osullivan,Maureen O'Sullivan,TRUE,IND,"1,990",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,cieran perry,Cieran Perry,FALSE,IND,"1,242",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,diana odwyer,Diana O'Dwyer,FALSE,AAA-PBP,721,running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,ian noel smyth,Ian Noel Smyth,FALSE,GP,644,running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,jacqui gilbourne,Jacqui Gilbourne,FALSE,REN,330,running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,eilis ryan,Éilis Ryan,FALSE,WP,303,running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,cormac mckay,Cormac McKay,FALSE,IND,62,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,kerry guinan,Kerry Guinan,FALSE,IND,58,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,1,williamdj gorman,William DJ Gorman,FALSE,IND,27,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,marylou mcdonald,Mary Lou McDonald,TRUE,SF,"5,780",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,paschal donohoe,Paschal Donohoe,TRUE,FG,"3,228",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,mary fitzpatrick,Mary Fitzpatrick,FALSE,FF,"2,510",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,christy burke,Christy Burke,FALSE,IND,"2,411",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,gary gannon,Gary Gannon,FALSE,SD,"2,327",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,joe costello,Joe Costello,TRUE,LAB,"2,102",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,maureen osullivan,Maureen O'Sullivan,TRUE,IND,"2,009",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,cieran perry,Cieran Perry,FALSE,IND,"1,258",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,diana odwyer,Diana O'Dwyer,FALSE,AAA-PBP,749,running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,ian noel smyth,Ian Noel Smyth,FALSE,GP,651,running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,jacqui gilbourne,Jacqui Gilbourne,FALSE,REN,339,running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,eilis ryan,Éilis Ryan,FALSE,WP,316,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,cormac mckay,Cormac McKay,FALSE,IND,,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,kerry guinan,Kerry Guinan,FALSE,IND,,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,2,williamdj gorman,William DJ Gorman,FALSE,IND,,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,marylou mcdonald,Mary Lou McDonald,TRUE,SF,"5,806",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,paschal donohoe,Paschal Donohoe,TRUE,FG,"3,231",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,mary fitzpatrick,Mary Fitzpatrick,FALSE,FF,"2,517",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,christy burke,Christy Burke,FALSE,IND,"2,418",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,gary gannon,Gary Gannon,FALSE,SD,"2,387",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,joe costello,Joe Costello,TRUE,LAB,"2,121",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,maureen osullivan,Maureen O'Sullivan,TRUE,IND,"2,058",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,cieran perry,Cieran Perry,FALSE,IND,"1,294",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,diana odwyer,Diana O'Dwyer,FALSE,AAA-PBP,830,running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,ian noel smyth,Ian Noel Smyth,FALSE,GP,674,running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,jacqui gilbourne,Jacqui Gilbourne,FALSE,REN,339,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,eilis ryan,Éilis Ryan,FALSE,WP,,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,cormac mckay,Cormac McKay,FALSE,IND,,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,kerry guinan,Kerry Guinan,FALSE,IND,,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,3,williamdj gorman,William DJ Gorman,FALSE,IND,,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,4,marylou mcdonald,Mary Lou McDonald,TRUE,SF,"5,825",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,4,paschal donohoe,Paschal Donohoe,TRUE,FG,"3,276",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,4,mary fitzpatrick,Mary Fitzpatrick,FALSE,FF,"2,601",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,4,christy burke,Christy Burke,FALSE,IND,"2,440",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,4,gary gannon,Gary Gannon,FALSE,SD,"2,411",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,4,joe costello,Joe Costello,TRUE,LAB,"2,132",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,4,maureen osullivan,Maureen O'Sullivan,TRUE,IND,"2,085",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,4,cieran perry,Cieran Perry,FALSE,IND,"1,309",running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,4,diana odwyer,Diana O'Dwyer,FALSE,AAA-PBP,845,running,3,5922,23990,23686,304,46028,NONE,NONE,NONE
Dublin Central,4,ian noel smyth,Ian Noel Smyth,FALSE,GP,696,eliminated,3,5922,23990,23686,304,46028,NONE,NONE,NONE
