constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Carlow-Kilkenny,1,yes,Yes,FALSE,Yes,"14,518",running,1,762708,"50,176","49,546",630,"117,528"
Carlow-Kilkenny,1,no,No,FALSE,No,"35,028",elected,1,762708,"50,176","49,546",630,"117,528"
Cavan-Monaghan,1,yes,Yes,FALSE,Yes,"10,569",running,1,762708,"48,763","48,218",545,"108,812"
Cavan-Monaghan,1,no,No,FALSE,No,"37,649",elected,1,762708,"48,763","48,218",545,"108,812"
Clare,1,yes,Yes,FALSE,Yes,"12,573",running,1,762708,"39,650","39,147",503,"90,101"
Clare,1,no,No,FALSE,No,"26,574",elected,1,762708,"39,650","39,147",503,"90,101"
Cork East,1,yes,Yes,FALSE,Yes,"12,048",running,1,762708,"38,383","37,973",410,"90,343"
Cork East,1,no,No,FALSE,No,"25,925",elected,1,762708,"38,383","37,973",410,"90,343"
Cork North-Central,1,yes,Yes,FALSE,Yes,"11,254",running,1,762708,"36,639","36,187",452,"86,075"
Cork North-Central,1,no,No,FALSE,No,"24,933",elected,1,762708,"36,639","36,187",452,"86,075"
Cork North-West,1,yes,Yes,FALSE,Yes,"10,447",running,1,762708,"31,860","31,580",280,"71,326"
Cork North-West,1,no,No,FALSE,No,"21,133",elected,1,762708,"31,860","31,580",280,"71,326"
Cork South-Central,1,yes,Yes,FALSE,Yes,"15,504",running,1,762708,"40,480","40,132",348,"89,739"
Cork South-Central,1,no,No,FALSE,No,"24,628",elected,1,762708,"40,480","40,132",348,"89,739"
Cork South-West,1,yes,Yes,FALSE,Yes,"10,886",running,1,762708,"28,741","28,441",300,"67,187"
Cork South-West,1,no,No,FALSE,No,"17,555",elected,1,762708,"28,741","28,441",300,"67,187"
Donegal,1,yes,Yes,FALSE,Yes,"9,669",running,1,762708,"49,363","48,850",513,"123,452"
Donegal,1,no,No,FALSE,No,"39,181",elected,1,762708,"49,363","48,850",513,"123,452"
Dublin Bay North,1,yes,Yes,FALSE,Yes,"20,401",running,1,762708,"53,448","52,983",465,"105,369"
Dublin Bay North,1,no,No,FALSE,No,"32,582",elected,1,762708,"53,448","52,983",465,"105,369"
Dublin Bay South,1,yes,Yes,FALSE,Yes,"13,749",running,1,762708,"27,942","27,691",251,"71,395"
Dublin Bay South,1,no,No,FALSE,No,"13,942",elected,1,762708,"27,942","27,691",251,"71,395"
Dublin Central,1,yes,Yes,FALSE,Yes,"9,689",running,1,762708,"23,346","23,076",270,"54,330"
Dublin Central,1,no,No,FALSE,No,"13,387",elected,1,762708,"23,346","23,076",270,"54,330"
Dublin Fingal,1,yes,Yes,FALSE,Yes,"18,846",running,1,762708,"47,551","47,142",409,"101,393"
Dublin Fingal,1,no,No,FALSE,No,"28,296",elected,1,762708,"47,551","47,142",409,"101,393"
Dublin Mid-West,1,yes,Yes,FALSE,Yes,"10,031",running,1,762708,"35,089","34,758",331,"73,673"
Dublin Mid-West,1,no,No,FALSE,No,"24,727",elected,1,762708,"35,089","34,758",331,"73,673"
