constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Belfast East,1,gavin robinson,Gavin Robinson,TRUE,DUP,23917,elected,1,21492,42983,42890,93,63495
Belfast East,1,naomi long,Naomi Long,FALSE,AP,15443,running,1,21492,42983,42890,93,63495
Belfast East,1,hazel legge,Hazel Legge,FALSE,UUP,1408,running,1,21492,42983,42890,93,63495
Belfast East,1,mairead odonnell,Mairéad O'Donnell,FALSE,SF,894,running,1,21492,42983,42890,93,63495
Belfast East,1,georgina milne,Georgina Milne,FALSE,GP,561,running,1,21492,42983,42890,93,63495
Belfast East,1,sheila bodel,Sheila Bodel,FALSE,CON,446,running,1,21492,42983,42890,93,63495
Belfast East,1,seamas defaoite,Séamas de Faoite,FALSE,SDLP,167,running,1,21492,42983,42890,93,63495
Belfast East,1,bobby beck,Bobby Beck,FALSE,IND,54,running,1,21492,42983,42890,93,63495
Belfast North,1,nigel dodds,Nigel Dodds,TRUE,DUP,21240,elected,1,23047,46094,45936,158,68249
Belfast North,1,john finucane,John Finucane,FALSE,SF,19159,running,1,23047,46094,45936,158,68249
Belfast North,1,sam nelson,Sam Nelson,FALSE,AP,2475,running,1,23047,46094,45936,158,68249
Belfast North,1,martin mcauley,Martin McAuley,FALSE,SDLP,2058,running,1,23047,46094,45936,158,68249
Belfast North,1,mal ohara,Mal O'Hara,FALSE,GP,644,running,1,23047,46094,45936,158,68249
Belfast North,1,gemma weir,Gemma Weir,FALSE,WP,360,running,1,23047,46094,45936,158,68249
Belfast South,1,emma littlepengelly,Emma Little-Pengelly,FALSE,DUP,13299,elected,1,21918,43835,43705,130,66105
Belfast South,1,alasdair mcdonnell,Alasdair McDonnell,TRUE,SDLP,11303,running,1,21918,43835,43705,130,66105
Belfast South,1,paula bradshaw,Paula Bradshaw,FALSE,AP,7946,running,1,21918,43835,43705,130,66105
Belfast South,1,mairtin omuilleoir,Máirtín Ó Muilleoir,FALSE,SF,7143,running,1,21918,43835,43705,130,66105
Belfast South,1,clare bailey,Clare Bailey,FALSE,GP,2241,running,1,21918,43835,43705,130,66105
