constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Dublin North-West,1,yes,Yes,FALSE,Yes,"4,902",running,1,753730,"24,281","23,894",387,"50,999"
Dublin North-West,1,no,No,FALSE,No,"18,992",elected,1,753730,"24,281","23,894",387,"50,999"
Dublin Rathdown,1,yes,Yes,FALSE,Yes,"12,619",running,1,753730,"31,010","30,699",311,"65,457"
Dublin Rathdown,1,no,No,FALSE,No,"18,080",elected,1,753730,"31,010","30,699",311,"65,457"
Dublin South-Central,1,yes,Yes,FALSE,Yes,"7,904",running,1,753730,"32,780","32,283",497,"71,834"
Dublin South-Central,1,no,No,FALSE,No,"24,379",elected,1,753730,"32,780","32,283",497,"71,834"
Dublin South-West,1,yes,Yes,FALSE,Yes,"13,225",running,1,753730,"50,596","50,106",490,"106,405"
Dublin South-West,1,no,No,FALSE,No,"36,881",elected,1,753730,"50,596","50,106",490,"106,405"
Dublin West,1,yes,Yes,FALSE,Yes,"9,357",running,1,753730,"32,560","32,250",310,"70,483"
Dublin West,1,no,No,FALSE,No,"22,893",elected,1,753730,"32,560","32,250",310,"70,483"
Dún Laoghaire,1,yes,Yes,FALSE,Yes,"18,527",running,1,753730,"44,267","43,897",370,"97,315"
Dún Laoghaire,1,no,No,FALSE,No,"25,370",elected,1,753730,"44,267","43,897",370,"97,315"
Galway East,1,yes,Yes,FALSE,Yes,"6,289",running,1,753730,"28,884","28,511",373,"70,758"
Galway East,1,no,No,FALSE,No,"22,222",elected,1,753730,"28,884","28,511",373,"70,758"
Galway West,1,yes,Yes,FALSE,Yes,"10,660",running,1,753730,"41,711","41,227",484,"99,994"
Galway West,1,no,No,FALSE,No,"30,567",elected,1,753730,"41,711","41,227",484,"99,994"
Kerry,1,yes,Yes,FALSE,Yes,"11,458",running,1,753730,"47,836","47,267",569,"112,263"
Kerry,1,no,No,FALSE,No,"35,809",elected,1,753730,"47,836","47,267",569,"112,263"
Kildare North,1,yes,Yes,FALSE,Yes,"12,628",running,1,753730,"40,073","39,682",391,"83,219"
Kildare North,1,no,No,FALSE,No,"27,054",elected,1,753730,"40,073","39,682",391,"83,219"
Kildare South,1,yes,Yes,FALSE,Yes,"8,380",running,1,753730,"35,834","35,431",403,"78,345"
Kildare South,1,no,No,FALSE,No,"27,051",elected,1,753730,"35,834","35,431",403,"78,345"
Laois-Offaly,1,yes,Yes,FALSE,Yes,"9,674",running,1,753730,"49,029","48,453",576,"112,150"
Laois-Offaly,1,no,No,FALSE,No,"38,779",elected,1,753730,"49,029","48,453",576,"112,150"
Limerick City,1,yes,Yes,FALSE,Yes,"8,096",running,1,753730,"32,839","32,418",421,"75,651"
Limerick City,1,no,No,FALSE,No,"24,322",elected,1,753730,"32,839","32,418",421,"75,651"
Limerick County,1,yes,Yes,FALSE,Yes,"6,750",running,1,753730,"30,055","29,731",324,"70,551"
Limerick County,1,no,No,FALSE,No,"22,981",elected,1,753730,"30,055","29,731",324,"70,551"
Longford-Westmeath,1,yes,Yes,FALSE,Yes,"8,023",running,1,753730,"37,846","37,435",411,"92,626"
Longford-Westmeath,1,no,No,FALSE,No,"29,412",elected,1,753730,"37,846","37,435",411,"92,626"
Louth,1,yes,Yes,FALSE,Yes,"11,506",running,1,753730,"50,808","50,281",527,"106,842"
Louth,1,no,No,FALSE,No,"38,775",elected,1,753730,"50,808","50,281",527,"106,842"
Mayo,1,yes,Yes,FALSE,Yes,"9,009",running,1,753730,"42,272","41,816",456,"97,519"
Mayo,1,no,No,FALSE,No,"32,807",elected,1,753730,"42,272","41,816",456,"97,519"
Meath East,1,yes,Yes,FALSE,Yes,"7,993",running,1,753730,"31,174","30,935",239,"67,867"
Meath East,1,no,No,FALSE,No,"22,942",elected,1,753730,"31,174","30,935",239,"67,867"
Meath West,1,yes,Yes,FALSE,Yes,"6,542",running,1,753730,"29,733","29,382",351,"74,871"
Meath West,1,no,No,FALSE,No,"22,840",elected,1,753730,"29,733","29,382",351,"74,871"
Roscommon-Galway,1,yes,Yes,FALSE,Yes,"6,295",running,1,753730,"28,949","28,588",361,"66,184"
Roscommon-Galway,1,no,No,FALSE,No,"22,293",elected,1,753730,"28,949","28,588",361,"66,184"
Sligo-Leitrim,1,yes,Yes,FALSE,Yes,"9,210",running,1,753730,"39,719","39,221",498,"93,065"
Sligo-Leitrim,1,no,No,FALSE,No,"30,011",elected,1,753730,"39,719","39,221",498,"93,065"
Tipperary,1,yes,Yes,FALSE,Yes,"12,083",running,1,753730,"54,273","53,583",690,"122,159"
Tipperary,1,no,No,FALSE,No,"41,500",elected,1,753730,"54,273","53,583",690,"122,159"
Waterford,1,yes,Yes,FALSE,Yes,"9,675",running,1,753730,"36,624","36,212",412,"85,910"
Waterford,1,no,No,FALSE,No,"26,537",elected,1,753730,"36,624","36,212",412,"85,910"
Wexford,1,yes,Yes,FALSE,Yes,"12,477",running,1,753730,"48,697","48,096",601,"114,653"
Wexford,1,no,No,FALSE,No,"35,619",elected,1,753730,"48,697","48,096",601,"114,653"
Wicklow,1,yes,Yes,FALSE,Yes,"15,332",running,1,753730,"51,741","51,110",631,"100,723"
Wicklow,1,no,No,FALSE,No,"35,778",elected,1,753730,"51,741","51,110",631,"100,723"
