constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Belfast East,1,gavin robinson,Gavin Robinson,TRUE,DUP,20874,elected,1,21223,42445,42445,0,66217
Belfast East,1,naomi long,Naomi Long,FALSE,AP,19055,running,1,21223,42445,42445,0,66217
Belfast East,1,carl mcclean,Carl McClean,FALSE,UUP,2516,running,1,21223,42445,42445,0,66217
Belfast North,1,john finucane,John Finucane,FALSE,SF,23078,elected,1,24519,49037,49037,0,72225
Belfast North,1,nigel dodds,Nigel Dodds,TRUE,DUP,21135,running,1,24519,49037,49037,0,72225
Belfast North,1,nuala mcallister,Nuala McAllister,FALSE,AP,4824,running,1,24519,49037,49037,0,72225
Belfast South,1,claire hanna,Claire Hanna,FALSE,SDLP,27079,elected,1,23676,47352,47352,0,70047
Belfast South,1,emma littlepengelly,Emma Little-Pengelly,TRUE,DUP,11678,running,1,23676,47352,47352,0,70047
Belfast South,1,paula bradshaw,Paula Bradshaw,FALSE,AP,6786,running,1,23676,47352,47352,0,70047
Belfast South,1,michael henderson,Michael Henderson,FALSE,UUP,1259,running,1,23676,47352,47352,0,70047
Belfast South,1,chris mchugh,Chris McHugh,FALSE,AON,550,running,1,23676,47352,47352,0,70047
Belfast West,1,paul maskey,Paul Maskey,TRUE,SF,20866,elected,1,19391,38782,38782,0,65621
Belfast West,1,gerry carroll,Gerry Carroll,FALSE,PBP,6194,running,1,19391,38782,38782,0,65621
Belfast West,1,frank mccoubrey,Frank McCoubrey,FALSE,DUP,5220,running,1,19391,38782,38782,0,65621
Belfast West,1,paul doherty,Paul Doherty,FALSE,SDLP,2985,running,1,19391,38782,38782,0,65621
Belfast West,1,donnamarie higgins,Donnamarie Higgins,FALSE,AP,1882,running,1,19391,38782,38782,0,65621
Belfast West,1,monica digney,Monica Digney,FALSE,AON,1635,running,1,19391,38782,38782,0,65621
East Antrim,1,sammy wilson,Sammy WIlson,TRUE,DUP,16871,elected,1,18631,37261,37261,0,64645
East Antrim,1,danny donnelly,Danny Donnelly,FALSE,AP,10165,running,1,18631,37261,37261,0,64645
East Antrim,1,steve aiken,Steve Aiken,FALSE,UUP,5475,running,1,18631,37261,37261,0,64645
