constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate
Belfast East,1,gavin robinson,Gavin Robinson,TRUE,DUP,19894,elected,1,21353,42890,42706,184,72917
Belfast East,1,naomi long,Naomi Long,FALSE,AP,17218,running,1,21353,42890,42706,184,72917
Belfast East,1,john ross,John Ross,FALSE,TUV,1918,running,1,21353,42890,42706,184,72917
Belfast East,1,ryan warren,Ryan Warren,FALSE,UUP,1818,running,1,21353,42890,42706,184,72917
Belfast East,1,brian smyth,Brian Smyth,FALSE,GP,1077,running,1,21353,42890,42706,184,72917
Belfast East,1,seamas de faoite,Séamas de Faoite,FALSE,SDLP,619,running,1,21353,42890,42706,184,72917
Belfast East,1,ryan north,Ryan North,FALSE,IND,162,running,1,21353,42890,42706,184,72917
Belfast North,1,john finucane,John Finucane,TRUE,SF,17674,elected,1,20226,40745,40452,293,74240
Belfast North,1,phillip brett,Phillip Brett,FALSE,DUP,12062,running,1,20226,40745,40452,293,74240
Belfast North,1,nuala mcallister,Nuala McAllister,FALSE,AP,4274,running,1,20226,40745,40452,293,74240
Belfast North,1,david clarke,David Clarke,FALSE,TUV,2877,running,1,20226,40745,40452,293,74240
Belfast North,1,carl whyte,Carl Whyte,FALSE,SDLP,1413,running,1,20226,40745,40452,293,74240
Belfast North,1,mal ohara,Mal O'Hara,FALSE,GP,1206,running,1,20226,40745,40452,293,74240
Belfast North,1,fiona ferguson,Fiona Ferguson,FALSE,PBP,946,running,1,20226,40745,40452,293,74240
Belfast South and Mid Down,1,claire hanna,Claire Hanna,TRUE,SDLP,21345,elected,1,21746,43757,43491,266,74749
Belfast South and Mid Down,1,kate nicholl,Kate Nicholl,FALSE,AP,8839,running,1,21746,43757,43491,266,74749
Belfast South and Mid Down,1,tracy kelly,Tracy Kelly,FALSE,DUP,6859,running,1,21746,43757,43491,266,74749
Belfast South and Mid Down,1,michael henderson,Michael Henderson,FALSE,UUP,2653,running,1,21746,43757,43491,266,74749
Belfast South and Mid Down,1,dan boucher,Dan Boucher,FALSE,TUV,2218,running,1,21746,43757,43491,266,74749
Belfast South and Mid Down,1,aine grogan,Áine Grogan,FALSE,GP,1577,running,1,21746,43757,43491,266,74749
Belfast West,1,paul maskey,Paul Maskey,TRUE,SF,21009,elected,1,19872,40003,39743,260,75346
Belfast West,1,gerry carroll,Gerry Carroll,FALSE,PBP,5048,running,1,19872,40003,39743,260,75346
Belfast West,1,paul doherty,Paul Doherty,FALSE,SDLP,4318,running,1,19872,40003,39743,260,75346
Belfast West,1,frank mccoubrey,Frank McCoubrey,FALSE,DUP,4304,running,1,19872,40003,39743,260,75346
Belfast West,1,ann mclure,Ann McClure,FALSE,TUV,2010,running,1,19872,40003,39743,260,75346
Belfast West,1,eoin millar,Eóin Millar,FALSE,AP,1077,running,1,19872,40003,39743,260,75346
Belfast West,1,gerard herdman,Gerard Herdman,FALSE,AON,904,running,1,19872,40003,39743,260,75346
Belfast West,1,ben sharkey,Ben Sharkey,FALSE,UUP,461,running,1,19872,40003,39743,260,75346
Belfast West,1,ash jones,Ash Jones,FALSE,GP,451,running,1,19872,40003,39743,260,75346
Belfast West,1,tony mallon,Tony Mallon,FALSE,IND,161,running,1,19872,40003,39743,260,75346
